Student Name,House,Year,Wand Type,Pet,Potions Grade,Defense Against the Dark Arts Grade,Transfiguration Grade,Spells Learned,Quidditch Position,Points Earned for House,Detentions,Participation in Dueling Club,Triwizard Tournament Involvement,Items Owned,Knuts Spent in Hogsmeade,Attendance at Classes,Magical Accidents
George Bones,Slytherin,3,"9 inches, elm, veela hair core",Muggle Born,Outstanding,Exceeds Expectations,Outstanding,7,Chaser,179,4,No,No,Time-Turner,100,99,4
,Ravenclaw,1,"11 inches, holly, phoenix feather core",Cat,Acceptable,Outstanding,Poor,5,Beater,82,3,Yes,,"Sneakoscope, Time-Turner, Invisibility Cloak",108,97,10
Harry Spinnet,Ravenclaw,2,"12 inches, yew, unicorn hair core",Cat,Acceptable,Poor,Outstanding,7,,-29,5,No,Yes,"Time-Turner, Extendable Ears, Sneakoscope",255,77,10
Pansy Patil,Hufflepuff,5,"9 inches, elm, veela hair core",Cat,Acceptable,Exceeds Expectations,Exceeds Expectations,22,Seeker,-89,0,Yes,Yes,"Extendable Ears, Firebolt, Invisibility Cloak",262,62,4
,Ravenclaw,2,"11 inches, holly, phoenix feather core",Muggle Born,,Poor,Poor,15,Keeper,55,1,Yes,No,"Sneakoscope, Marauder's Map, Extendable Ears",127,57,0
LavendeFr Malfoy,Slytherin,1,"9 inches, elm, veela hair core",Muggle Born,,Outstanding,Outstanding,11,Chase/r,197,2,No,No,"Time-Turner, Sneakoscope, Marauder's Map",348,76,3
,Ravenclaw,3,"10 inches, oak, dragon heartstring core",Muggle Born,Exceeds Expectations,Acceptable,Exceeds Expectations,20,,93,4,No,No,Marauder's Map,352,31,8
,Gryffindor,4,"10 inches, oak, dragon heartstring core",Muggle Born,Outstanding,Acceptable,Acceptable,12,Keeper,15,5,Yes,Yes,"Time-Turner, Marauder's Map",389,52,5
Neville Thomas,,6,"12 inches, yew, unicorn hair core",,Exceeds Expectations,Outstanding,Acceptable,15,Seeker,132,2,Yes,Yes,"Time-Turner, Extendable Ears, Sneakoscope",51,83,10
,Gryffindor,1,"11 inches, holly, phoenix feather core",,,Acceptable,Poor,30,Keeper,150,3,No,Yes,"Sneakoscope, Extendable Ears",155,30,1
,Ravenclaw,4,"9 inches, elm, veela hair core",Muggle Born,Outstanding,Outstanding,Exceeds Expectations,20,,114,5,Yes,No,"Invisibility Cloak, Marauder's Map",162,32,3
Blaise Diggory,Ravenclaw,7,"11 inches, holly, phoenix feather core",Toad,Exceeds Expectations,Exceeds Expectations,Outstanding,9,Seeker,-94,2,No,No,"Time-Turner, Invisibility Cloak, Firebolt",306,54,5
Ron Lovegood,Hufflepuff,4,"12 inches, yew, unicorn hair core",Owl,Poor,Poor,Exceeds Expectations,30,Seeker,140,5,No,No,"Extendable Ears, Sneakoscope, Firebolt",50,93,2
Hermione Boot,Hufflepuff,6,"12 inches, yew, unicorn hair core",Muggle Born,Poor,Outstanding,Acceptable,6,Chaser,170,0,Yes,No,Invisibility Cloak,469,51,8
Luna Thomas,Hufflepuff,3,"11 inches, holly, phoenix feather core",Muggle Born,Outstanding,Exceeds Expectations,Outstanding,23,,75,1,Yes,Yes,"Extendable Ears, Time-Turner",178,50,7
,Hufflepuff,2,"12 inches, yew, unicorn hair core",Cat,Poor,Outstanding,Acceptable,13,Beater,-49,4,Yes,No,"Invisibility Cloak, Time-Turner",12,52,0
Dean PoTtter,Gryffindor,3,"9 inches, elm, veela hair core",Cat,Poor,Poor,Outstanding,19,Seeker,179,4,Yes,No,"Time-Turner, Extendable Ears, Sneakoscope",358,59,4
Lavender Malfoy,Ravenclaw,5,"9 inches, elm, veela hair core",Owl,Outstanding,Outstanding,Outstanding,27,Beater,-49,0,No,Yes,Extendable Ears,274,69,8
Pansy Finnigan,Ravenclaw,7,"10 inches, oak, dragon heartstring core",Toad,Acceptable,Outstanding,Exceeds Expectations,5,Chaser,156,3,Yes,,Invisibility Cloak,463,66,2
,Hufflepuff,6,"10 inches, oak, dragon heartstring core",,Outstanding,Exceeds Expectations,Poor,30,Beater,-2,4,No,Yes,"Marauder's Map, Firebolt",486,72,0
Terry Potter,Ravenclaw,3,"10 inches, oak, dragon heartstring core",,,Acceptable,Outstanding,7,,-3,3,Yes,,"Marauder's Map, Firebolt",111,32,5
,Slytherin,7,"9 inches, elm, veela hair core",Dragon,,Exceeds Expectations,Poor,25,Seeke<r,-51,2,Yes,No,"Time-Turner, Marauder's Map, Extendable Ears",244,74,6
,Slytherin,6,"11 inches, holly, phoenix feather core",Dragon,,Exceeds Expectations,Poor,22,Keeper,-32,0,Yes,Yes,"Marauder's Map, Sneakoscope",352,72,3
Luna Johnson,Ravenclaw,1,"12 inches, yew, unicorn hair core",Cat,,Outstanding,Acceptable,20,Chaser,57,5,No,,"Firebolt, Extendable Ears",34,75,6
,Ravenclaw,2,"10 inches, oak, dragon heartstring core",Toad,Outstanding,Poor,Acceptable,6,,123,4,No,No,"Firebolt, Time-Turner, Sneakoscope",486,43,6
,Hufflepuff,7,"9 inches, elm, veela hair core",,Outstanding,Acceptable,Exceeds Expectations,6,,106,0,Yes,Yes,"Sneakoscope, Invisibility Cloak, Extendable Ears",476,63,2
Neville Chang,Ravenclaw,5,"9 inches, elm, veela hair core",Toad,Exceeds Expectations,Exceeds Expectations,Outstanding,6,,-8,5,Yes,,"Time-Turner, Marauder's Map, Firebolt",288,35,0
Susan Zabini,Ravenclaw,1,"10 inches, oak, dragon heartstring core",Cat,Exceeds Expectations,Poor,Exceeds Expectations,17,Keeper,-34,5,No,No,Sneakoscope,85,98,0
Ron Potter,Hufflepuff,7,"9 inches, elm, veela hair core",Toad,Poor,Exceeds Expectations,Acceptable,15,,-76,2,Yes,Yes,"Firebolt, Extendable Ears, Time-Turner",131,80,2
George Diggory,Gryffindor,3,"12 inches, yew, unicorn hair core",,Poor,Acceptable,Outstanding,28,Beater,-4,5,Yes,Yes,"Invisibility Cloak, Marauder's Map, Sneakoscope",378,41,2
,,5,"12 inches, yew, unicorn hair core",Cat,Acceptable,Outstanding,Poor,18,Keeper,-32,3,Yes,Yes,"Marauder's Map, Extendable Ears",383,75,6
,Hufflepuff,5,"11 inches, holly, phoenix feather core",Dragon,Exceeds Expectations,Poor,Acceptable,18,Keeper,55,2,No,No,Marauder's Map,309,58,9
,Gryffindor,5,"12 inches, yew, unicorn hair core",Owl,,Poor,Poor,10,Chaser,89,5,Yes,,"Firebolt, Extendable Ears",479,55,3
Parvati Spinnet,Ravenclaw,2,"11 inches, holly, phoenix feather core",Dragon,Outstanding,Outstanding,Poor,26,Beater,91,5,Yes,,"Sneakoscope, Invisibility Cloak",500,71,10
Seamus Patil,Gryffindor,3,"10 inches, oak, dragon heartstring core",Muggle Born,Poor,Outstanding,Exceeds Expectations,7,Beater,29,1,No,,"Invisibility Cloak, Extendable Ears, Marauder's Map",499,55,9
Dean Johnson,Slytherin,7,"12 inches, yew, unicorn hair core",Dragon,,Outstanding,Outstanding,11,Beater,173,2,No,Yes,Firebolt,101,28,9
Cedric Bones,Gryffindor,5,"11 inches, holly, phoenix feather core",Dragon,Outstanding,Acceptable,Exceeds Expectations,29,,-12,3,No,Yes,"Extendable Ears, Marauder's Map",286,47,10
,Slytherin,3,"12 inches, yew, unicorn hair core",Dragon,Exceeds Expectations,Poor,Poor,19,Seeker,69,1,No,No,"Firebolt, Time-Turner, Extendable Ears",465,64,1
Hermione Chang,Slytherin,3,"10 inches, oak, dragon heartstring core",Dragon,Poor,Exceeds Expectations,Exceeds Expectations,5,Seeker,-41,1,No,,"Sneakoscope, Marauder's Map",381,76,3
,Gryffindor,2,"10 inches, oak, dragon heartstring core",,Exceeds Expectations,Poor,Acceptable,24,Keeper,50,0,Yes,No,"Firebolt, Time-Turner, Invisibility Cloak",381,80,10
,Gryffindor,5,"9 inches, elm, veela hair core",Muggle Born,Outstanding,Poor,Outstanding,7,Keeper,115,4,Yes,Yes,Invisibility Cloak,468,29,10
Susan Granger,Slytherin,2,"11 inches, holly, phoenix feather core",Owl,Poor,Outstanding,Poor,8,Seeker,63,4,No,,"Sneakoscope, Invisibility Cloak",499,36,8
Pansy Lovegood,Hufflepuff,1,"11 inches, holly, phoenix feather core",Owl,Poor,Acceptable,Acceptable,15,Keeper,181,5,Yes,Yes,"Sneakoscope, Extendable Ears, Time-Turner",68,29,7
,Gryffindor,1,"10 inches, oak, dragon heartstring core",Toad,,Acceptable,Acceptable,22,Keeper,51,1,No,Yes,"Extendable Ears, Time-Turner",200,66,5
,Ravenclaw,6,"10 inches, oak, dragon heartstring core",Owl,Acceptable,Acceptable,Exceeds Expectations,23,,-32,0,Yes,Yes,"Marauder's Map, Sneakoscope, Time-Turner",456,98,5
,Slytherin,3,"9 inches, elm, veela hair core",,Outstanding,Exceeds Expectations,Poor,20,,177,4,Yes,No,Invisibility Cloak,294,73,9
,Ravenclaw,2,"9 inches, elm, veela hair core",Cat,Acceptable,Acceptable,Poor,25,Seeker,-38,4,No,,"Time-Turner, Sneakoscope",459,64,9
Pansy MalfoyN,Gryffindor,1,"10 inches, oak, dragon heartstring core",Cat,Acceptable,Acceptable,Exceeds Expectations,16,,-55,3,No,Yes,Time-Turner,192,40,7
Terry Chang,Slytherin,3,"12 inches, yew, unicorn hair core",Dragon,Poor,Acceptable,Outstanding,30,C?haser,188,1,Yes,No,"Firebolt, Invisibility Cloak",394,55,4
Fred Johnson,Hufflepuff,1,"11 inches, holly, phoenix feather core",Owl,Outstanding,Acceptable,Acceptable,19,,116,4,No,No,Firebolt,443,51,4
Hermione Brown,Gryffindor,3,"10 inches, oak, dragon heartstring core",Cat,Acceptable,Exceeds Expectations,Outstanding,13,Chaser,13,3,Yes,No,Invisibility Cloak,339,55,5
Alicia Boot,Ravenclaw,4,"11 inches, holly, phoenix feather core",Toad,Acceptable,Exceeds Expectations,Poor,23,Beater,84,2,No,Yes,Sneakoscope,476,89,9
Seamus Parkinson,Hufflepuff,5,"9 inches, elm, veela hair core",Owl,Acceptable,Acceptable,Outstanding,5,,11,5,Yes,,Time-Turner,494,78,10
Harry Granger,Hufflepuff,4,"10 inches, oak, dragon heartstring core",Owl,Poor,Outstanding,Poor,20,Chaser,134,1,No,,"Extendable Ears, Time-Turner, Marauder's Map",376,44,5
Seamus Parkinson,Gryffindor,5,"10 inches, oak, dragon heartstring core",Muggle Born,,Outstanding,Exceeds Expectations,7,,119,3,Yes,No,"Extendable Ears, Time-Turner, Marauder's Map",375,64,3
Blaise Bones,Slytherin,4,"9 inches, elm, veela hair core",Dragon,Outstanding,Acceptable,Acceptable,28,Keeper,79,5,No,Yes,"Extendable Ears, Sneakoscope",115,40,4
,Hufflepuff,1,"11 inches, holly, phoenix feather core",,Exceeds Expectations,Outstanding,Acceptable,11,Chaser,105,1,Yes,Yes,Time-Turner,463,49,0
,Gryffindor,2,"9 inches, elm, veela hair core",Cat,Poor,Exceeds Expectations,Exceeds Expectations,20,Beater,5,4,No,,"Sneakoscope, Invisibility Cloak, Time-Turner",483,54,3
Seamus Johnson,Ravenclaw,4,"10 inches, oak, dragon heartstring core",Dragon,Exceeds Expectations,Exceeds Expectations,Poor,16,,131,4,Yes,Yes,"Marauder's Map, Time-Turner",424,86,4
,Slytherin,7,"9 inches, elm, veela hair core",Cat,Outstanding,Outstanding,Poor,14,Keeper,-42,5,Yes,No,Sneakoscope,21,27,1
,Ravenclaw,5,"10 inches, oak, dragon heartstring core",Muggle Born,Outstanding,Poor,Poor,23,Chaser,-53,3,Yes,,"Sneakoscope, Marauder's Map, Firebolt",405,92,10
Ron Malfoy,Ravenclaw,6,"10 inches, oak, dragon heartstring core",Owl,Outstanding,Outstanding,Exceeds Expectations,13,Seeker,84,4,Yes,Yes,"Invisibility Cloak, Marauder's Map",86,47,6
,Hufflepuff,7,"9 inches, elm, veela hair core",Owl,Outstanding,Acceptable,Exceeds Expectations,6,,1,4,No,Yes,"Marauder's Map, Invisibility Cloak, Firebolt",495,27,9
Fred Bell,,7,"11 inches, holly, phoenix feather core",Muggle Born,Poor,Outstanding,Outstanding,10,Beater,8,1,Yes,No,"Time-Turner, Marauder's Map, Invisibility Cloak",208,74,3
Pansy Thomas,Slytherin,7,"11 inches, holly, phoenix feather core",Owl,Acceptable,Exceeds Expectations,Exceeds Expectations,21,Keeper,-56,3,No,Yes,Time-Turner,368,83,2
Seamus Thomas,Hufflepuff,7,"10 inches, oak, dragon heartstring core",Cat,Exceeds Expectations,Poor,Acceptable,5,Seeker,-34,4,Yes,No,"Invisibility Cloak, Marauder's Map",99,81,5
Katie Brown,Gryffindor,7,"9 inches, elm, veela hair core",Dragon,Exceeds Expectations,Acceptable,Acceptable,23,,146,4,Yes,Yes,"Invisibility Cloak, Sneakoscope",292,30,1
Parvati Granger,Ravenclaw,3,"11 inches, holly, phoenix feather core",Dragon,Acceptable,Acceptable,Exceeds Expectations,6,Seeker,69,3,Yes,Yes,"Marauder's Map, Extendable Ears, Time-Turner",319,31,3
,Ravenclaw,7,"10 inches, oak, dragon heartstring core",Muggle Born,Outstanding,Acceptable,Acceptable,16,Chaser,35,4,Yes,Yes,"Time-Turner, Marauder's Map",498,99,7
Cho Chang,Gryffindor,2,"10 inches, oak, dragon heartstring core",Muggle Born,,Exceeds Expectations,Poor,24,Seeker,133,5,No,No,"Extendable Ears, Sneakoscope",205,70,3
Seamus Potter,Ravenclaw,3,"11 inches, holly, phoenix feather core",Muggle Born,Acceptable,Outstanding,Outstanding,15,Keeper,77,4,No,Yes,Firebolt,42,49,2
Terry Longbottom,Ravenclaw,4,"9 inches, elm, veela hair core",Dragon,,Poor,Outstanding,7,Seeker,175,4,No,No,"Sneakoscope, Extendable Ears",335,54,1
Susan Brown,Slytherin,3,"10 inches, oak, dragon heartstring core",Muggle Born,Poor,Poor,Exceeds Expectations,9,Beater,-37,0,Yes,Yes,Marauder's Map,339,97,6
Dean Lovegood,Slytherin,7,"9 inches, elm, veela hair core",Toad,Exceeds Expectations,Acceptable,Acceptable,14,Keeper,21,3,Yes,Yes,"Extendable Ears, Sneakoscope",276,46,9
Parvati Bones,Hufflepuff,7,"12 inches, yew, unicorn hair core",,Exceeds Expectations,Exceeds Expectations,Poor,28,Keeper,-75,3,No,,"Sneakoscope, Firebolt, Marauder's Map",374,79,10
Terry Johnson,Ravenclaw,2,"11 inches, holly, phoenix feather core",Dragon,Outstanding,Exceeds Expectations,Exceeds Expectations,17,,-38,4,Yes,No,"Sneakoscope, Time-Turner, Firebolt",26,25,1
Dean Patil,Gryffindor,6,"10 inches, oak, dragon heartstring core",Owl,Acceptable,Outstanding,Outstanding,17,Bea{ter,68,1,No,,"Extendable Ears, Invisibility Cloak",275,52,1
Ron Longbottom,Ravenclaw,5,"9 inches, elm, veela hair core",,Acceptable,Acceptable,Outstanding,21,,59,2,No,,Invisibility Cloak,416,91,6
,Hufflepuff,3,"11 inches, holly, phoenix feather core",,Outstanding,Outstanding,Exceeds Expectations,15,Chaser,-9,0,Yes,,"Marauder's Map, Time-Turner, Firebolt",140,36,9
,Slytherin,2,"10 inches, oak, dragon heartstring core",Owl,Acceptable,Outstanding,Poor,23,Seeker,153,1,Yes,,Invisibility Cloak,319,98,8
Katie Malfoy,Ravenclaw,2,"10 inches, oak, dragon heartstring core",Cat,Poor,Acceptable,Outstanding,22,Chaser,149,5,No,No,"Sneakoscope, Marauder's Map",201,56,6
,Ravenclaw,2,"9 inches, elm, veela hair core",Cat,Acceptable,Poor,Outstanding,17,Seeker,126,1,No,No,"Firebolt, Extendable Ears, Invisibility Cloak",222,87,8
Ginny Parkinson,Gryffindor,6,"9 inches, elm, veela hair core",Cat,,Exceeds Expectations,Exceeds Expectations,15,,99,5,No,No,Firebolt,3,45,3
,Hufflepuff,7,"12 inches, yew, unicorn hair core",,Poor,Exceeds Expectations,Outstanding,17,Chaser,17,5,Yes,Yes,"Extendable Ears, Sneakoscope",101,46,7
Harry Finnigan,Gryffindor,4,"11 inches, holly, phoenix feather core",Cat,Exceeds Expectations,Exceeds Expectations,Outstanding,30,,-35,1,No,No,"Extendable Ears, Invisibility Cloak",353,25,8
Blaise Spinnet,Slytherin,5,"12 inches, yew, unicorn hair core",,Outstanding,Outstanding,Poor,14,Chaser,17,3,No,No,"Time-Turner, Firebolt",156,43,10
,Ravenclaw,6,"12 inches, yew, unicorn hair core",Muggle Born,Acceptable,Acceptable,Poor,7,Keeper,97,4,Yes,No,"Invisibility Cloak, Firebolt, Sneakoscope",423,68,3
George Bell,Slytherin,5,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Exceeds Expectations,Exceeds Expectations,8,Beater,200,4,No,No,Sneakoscope,331,87,1
Ginny Granger,Ravenclaw,7,"12 inches, yew, unicorn hair core",Cat,Acceptable,Acceptable,Acceptable,17,Chaser,-5,2,No,Yes,Time-Turner,47,38,10
Seaamus Johnson,Gryffindor,6,"11 inches, holly, phoenix feather core",Dragon,Acceptable,Outstanding,Exceeds Expectations,8,Keeper,48,2,No,Yes,"Extendable Ears, Marauder's Map",194,68,9
Seamus Parkinson,Gryffindor,5,"10 inches, oak, dragon heartstring core",Muggle Born,Acceptable,Poor,Poor,20,,181,4,No,,"Time-Turner, Sneakoscope, Extendable Ears",395,37,0
Draco Weasley,Gryffindor,6,"9 inches, elm, veela hair core",Owl,Exceeds Expectations,Poor,Acceptable,30,,93,2,No,Yes,"Time-Turner, Invisibility Cloak, Sneakoscope",444,97,6
,Slytherin,7,"9 inches, elm, veela hair core",Dragon,Outstanding,Exceeds Expectations,Poor,12,Seeker,54,1,Yes,Yes,"Time-Turner, Marauder's Map",489,61,1
Lavender Bell,Hufflepuff,6,"10 inches, oak, dragon heartstring core",Cat,Acceptable,Poor,Acceptable,24,Keeper,125,2,Yes,No,"Invisibility Cloak, Extendable Ears",410,69,9
,Hufflepuff,4,"12 inches, yew, unicorn hair core",Dragon,Acceptable,Acceptable,Exceeds Expectations,30,Chaser,107,5,No,No,Time-Turner,451,40,8
Susan Thomas,Slytherin,6,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Poor,Outstanding,13,Keeper,-32,1,Yes,No,"Marauder's Map, Invisibility Cloak, Extendable Ears",118,64,2
Terry Boot,Gryffindor,5,"9 inches, elm, veela hair core",Muggle Born,,Exceeds Expectations,Acceptable,10,Seeker,57,2,Yes,Yes,"Extendable Ears, Time-Turner, Marauder's Map",376,47,2
Parvati Brown,Hufflepuff,5,"11 inches, holly, phoenix feather core",Muggle Born,Acceptable,Acceptable,Acceptable,13,Chaser,-51,5,Yes,Yes,"Invisibility Cloak, Time-Turner, Marauder's Map",188,54,8
,Slytherin,3,"11 inches, holly, phoenix feather core",Owl,Outstanding,Outstanding,Poor,29,Keepe/r,193,2,Yes,Yes,"Firebolt, Invisibility Cloak",54,30,1
Draco Potter,Hufflepuff,2,"9 inches, elm, veela hair core",,,Exceeds Expectations,Poor,11,Chaser,183,2,Yes,No,Time-Turner,94,71,0
Terry Potter,Ravenclaw,5,"12 inches, yew, unicorn hair core",Owl,Acceptable,Poor,Poor,22,Chaser,48,1,Yes,Yes,"Sneakoscope, Invisibility Cloak",379,100,0
Blaise Potter,Slytherin,3,"10 inches, oak, dragon heartstring core",Muggle Born,Outstanding,Poor,Acceptable,14,Chaser,-42,2,No,Yes,"Firebolt, Extendable Ears, Marauder's Map",445,70,2
,Slytherin,4,"9 inches, elm, veela hair core",Cat,Outstanding,Outstanding,Outstanding,27,Chaser),-49,1,No,Yes,Marauder's Map,281,53,9
Parvati Patil,Gryffindor,6,"12 inches, yew, unicorn hair core",Owl,Poor,Acceptable,Outstanding,10,Chaser,-26,4,Yes,,Extendable Ears,271,77,2
,Ravenclaw,1,"11 inches, holly, phoenix feather core",Cat,Outstanding,Poor,Acceptable,30,Chaser,98,0,No,Yes,Invisibility Cloak,294,67,8
Pansy Bones,Ravenclaw,2,"12 inches, yew, unicorn hair core",Toad,Outstanding,Poor,Acceptable,7,,172,1,No,No,Time-Turner,173,88,2
Parvati Diggory,Hufflepuff,5,"12 inches, yew, unicorn hair core",,Acceptable,Outstanding,Exceeds Expectations,27,Kee\per,75,0,No,,"Sneakoscope, Extendable Ears",174,27,0
Padma FinTnigan,Ravenclaw,2,"10 inches, oak, dragon heartstring core",,Poor,Acceptable,Outstanding,29,Chaser,-54,4,Yes,Yes,Marauder's Map,233,32,10
Ginny Parkinson,Slytherin,5,"10 inches, oak, dragon heartstring core",Muggle Born,Exceeds Expectations,Exceeds Expectations,Exceeds Expectations,25,Keeper,27,4,Yes,No,"Invisibility Cloak, Extendable Ears",102,76,3
,Gryffindor,1,"9 inches, elm, veela hair core",Muggle Born,Poor,Outstanding,Exceeds Expectations,10,,-18,5,No,,"Invisibility Cloak, Extendable Ears, Firebolt",187,90,0
Cedric Brown,Slytherin,7,"9 inches, elm, veela hair core",Cat,Exceeds Expectations,Acceptable,Outstanding,12,,25,3,No,No,"Time-Turner, Firebolt, Sneakoscope",297,74,10
Susan Longbottom,Gryffindor,5,"11 inches, holly, phoenix feather core",Toad,Exceeds Expectations,Acceptable,Acceptable,25,,155,3,Yes,Yes,Marauder's Map,142,84,4
Draco Longbottom,Ravenclaw,6,"12 inches, yew, unicorn hair core",Muggle Born,Exceeds Expectations,Outstanding,Exceeds Expectations,15,Keeper,4,2,No,,Invisibility Cloak,88,37,0
LuTna Granger,Gryffindor,1,"10 inches, oak, dragon heartstring core",,Poor,Outstanding,Poor,10,Seeker,-96,1,No,Yes,"Firebolt, Marauder's Map",265,76,3
Seamus Bell,Ravenclaw,4,"9 inches, elm, veela hair core",Toad,Poor,Outstanding,Acceptable,15,Seeker,46,0,No,,"Extendable Ears, Marauder's Map",459,68,10
Seamus Parkinson,Slytherin,5,"10 inches, oak, dragon heartstring core",,Exceeds Expectations,Poor,Outstanding,27,Chaser,139,1,No,Yes,"Extendable Ears, Invisibility Cloak",30,38,4
Draco Chang,Hufflepuff,2,"9 inches, elm, veela hair core",Dragon,Poor,Poor,Exceeds Expectations,30,Keeper,-39,4,No,Yes,"Sneakoscope, Marauder's Map, Time-Turner",190,34,0
,Hufflepuff,4,"9 inches, elm, veela hair core",Dragon,Outstanding,Outstanding,Outstanding,11,Beater,-63,4,Yes,No,"Firebolt, Extendable Ears",378,28,4
Hermione Finnigan,Gryffindor,1,"11 inches, holly, phoenix feather core",Owl,Exceeds Expectations,Acceptable,Poor,13,Bea(ter,-70,1,Yes,Yes,Extendable Ears,75,43,1
,Hufflepuff,4,"11 inches, holly, phoenix feather core",Cat,Poor,Outstanding,Acceptable,18,Keeper,163,0,No,Yes,"Extendable Ears, Firebolt",131,95,9
Susan Thomas,Gryffindor,3,"9 inches, elm, veela hair core",Muggle Born,,Exceeds Expectations,Exceeds Expectations,16,Seeker,-74,3,No,Yes,"Invisibility Cloak, Sneakoscope",173,33,6
Harry Johnson,Slytherin,2,"9 inches, elm, veela hair core",Owl,Outstanding,Acceptable,Poor,9,Chaser,75,1,No,No,"Time-Turner, Invisibility Cloak",408,44,5
Dean Psotter,Slytherin,2,"12 inches, yew, unicorn hair core",Toad,Acceptable,Exceeds Expectations,Exceeds Expectations,26,,144,1,Yes,Yes,Invisibility Cloak,189,37,5
Dean Granger,Ravenclaw,4,"11 inches, holly, phoenix feather core",Muggle Born,Outstanding,Exceeds Expectations,Outstanding,29,Beater,75,3,No,No,"Extendable Ears, Marauder's Map, Sneakoscope",423,59,10
Alicia Diggory,Gryffindor,5,"10 inches, oak, dragon heartstring core",Toad,Exceeds Expectations,Acceptable,Acceptable,24,Seeker,-89,2,Yes,,"Extendable Ears, Marauder's Map, Sneakoscope",381,74,1
,Gryffindor,1,"10 inches, oak, dragon heartstring core",Toad,,Acceptable,Exceeds Expectations,14,,131,5,Yes,Yes,"Invisibility Cloak, Sneakoscope",383,26,4
George Longbottom,Hufflepuff,3,"11 inches, holly, phoenix feather core",Owl,Acceptable,Outstanding,Acceptable,28,Keeper,166,3,No,No,"Marauder's Map, Invisibility Cloak",66,41,1
Cho Potter,Gryffindor,5,"12 inches, yew, unicorn hair core",,Exceeds Expectations,Poor,Acceptable,29,Cha-ser,67,2,No,Yes,"Invisibility Cloak, Sneakoscope",404,66,3
Ron Zabini,Hufflepuff,2,"9 inches, elm, veela hair core",Cat,Exceeds Expectations,Exceeds Expectations,Poor,26,Beater,-20,3,Yes,No,Sneakoscope,471,85,4
,Gryffindor,6,"10 inches, oak, dragon heartstring core",Muggle Born,Acceptable,Outstanding,Exceeds Expectations,17,Keeper,-8,2,No,Yes,Invisibility Cloak,492,38,1
Katie Chang,Gryffindor,1,"9 inches, elm, veela hair core",Muggle Born,Acceptable,Outstanding,Acceptable,22,Beater,37,1,No,Yes,Time-Turner,40,82,4
Cedric Boot,Ravenclaw,5,"10 inches, oak, dragon heartstring core",,Outstanding,Outstanding,Poor,29,Chaser,-47,2,No,No,"Marauder's Map, Extendable Ears",103,29,7
,Hufflepuff,3,"9 inches, elm, veela hair core",Dragon,Outstanding,Outstanding,Exceeds Expectations,22,,149,2,No,Yes,"Invisibility Cloak, Firebolt",444,36,3
,,7,"10 inches, oak, dragon heartstring core",,Acceptable,Acceptable,Exceeds Expectations,7,Keeper,46,5,Yes,Yes,Marauder's Map,459,32,10
,Gryffindor,3,"9 inches, elm, veela hair core",Muggle Born,Exceeds Expectations,Outstanding,Acceptable,27,Chaser,77,2,No,,Marauder's Map,463,85,0
George Chang,Slytherin,2,"12 inches, yew, unicorn hair core",Owl,Exceeds Expectations,Outstanding,Exceeds Expectations,18,,-18,5,No,No,Firebolt,109,47,3
Ginny Granger,Ravenclaw,4,"9 inches, elm, veela hair core",Owl,Outstanding,Outstanding,Exceeds Expectations,27,,81,5,No,,"Sneakoscope, Marauder's Map, Extendable Ears",258,58,5
,,6,"9 inches, elm, veela hair core",Dragon,Outstanding,Poor,Poor,22,Seeker,-16,0,No,Yes,"Invisibility Cloak, Sneakoscope",90,54,8
Cho Longbottom,Slytherin,7,"11 inches, holly, phoenix feather core",,,Exceeds Expectations,Outstanding,11,Chaser,83,0,Yes,Yes,"Time-Turner, Firebolt, Sneakoscope",12,44,4
Lavender Boot,Hufflepuff,6,"9 inches, elm, veela hair core",Muggle Born,Exceeds Expectations,Outstanding,Acceptable,30,,179,1,No,Yes,"Invisibility Cloak, Time-Turner",467,98,8
Luna Longbottom,Ravenclaw,5,"12 inches, yew, unicorn hair core",Cat,Outstanding,Exceeds Expectations,Outstanding,25,Beater,-27,5,No,,Time-Turner,399,63,6
Katie Thomas,Gryffindor,7,"12 inches, yew, unicorn hair core",Dragon,Outstanding,Outstanding,Acceptable,19,Beater,-22,3,Yes,Yes,"Invisibility Cloak, Firebolt, Extendable Ears",174,74,9
Ginny Diggory,Slytherin,6,"11 inches, holly, phoenix feather core",Muggle Born,Poor,Exceeds Expectations,Poor,12,Chaser,109,5,Yes,No,Time-Turner,49,76,6
,Gryffindor,4,"9 inches, elm, veela hair core",Dragon,Exceeds Expectations,Acceptable,Exceeds Expectations,22,Chaser,179,1,No,,"Extendable Ears, Time-Turner",349,38,8
George Thomas,Hufflepuff,7,"9 inches, elm, veela hair core",Muggle Born,,Exceeds Expectations,Poor,21,Keeper,-40,4,Yes,Yes,Marauder's Map,415,71,5
,Ravenclaw,1,"12 inches, yew, unicorn hair core",Dragon,Exceeds Expectations,Outstanding,Exceeds Expectations,16,Seeker,-62,0,No,Yes,"Firebolt, Invisibility Cloak, Time-Turner",33,96,3
Parvati PaYrkinson,Gryffindor,7,"10 inches, oak, dragon heartstring core",Dragon,Outstanding,Acceptable,Poor,8,Chaser,86,4,No,,"Invisibility Cloak, Firebolt, Marauder's Map",302,99,0
