Student Name,House,Year,Wand Type,Pet,Potions Grade,Defense Against the Dark Arts Grade,Transfiguration Grade,Spells Learned,Quidditch Position,Points Earned for House,Detentions,Participation in Dueling Club,Triwizard Tournament Involvement,Items Owned,Knuts Spent in Hogsmeade,Attendance at Classes,Magical Accidents
Parvati Brown,Ravenclaw,6,"9 inches, elm, veela hair core",Cat,Outstanding,Poor,Acceptable,6,,125,4,No,No,"Time-Turner, Sneakoscope, Extendable Ears",85,25,8
Luna Weasley,,7,"11 inches, holly, phoenix feather core",Cat,Poor,Exceeds Expectations,Acceptable,7,Chaser,200,3,Yes,No,Invisibility Cloak,332,31,6
Dean Chang,Ravenclaw,5,"11 inches, holly, phoenix feather core",Owl,Acceptable,Poor,Exceeds Expectations,14,Keeper,179,5,Yes,No,"Time-Turner, Marauder's Map",291,65,0
Terry Bones,Ravenclaw,3,"11 inches, holly, phoenix feather core",,Poor,Acceptable,Exceeds Expectations,25,Seeker,33,4,Yes,Yes,"Sneakoscope, Firebolt",486,67,10
,,5,"11 inches, holly, phoenix feather core",,Acceptable,Acceptable,Outstanding,26,,198,3,Yes,Yes,"Extendable Ears, Marauder's Map, Firebolt",107,100,6
,GRYFFINDOR,4,"12 inches, yew, unicorn hair core",Toad,Acceptable,Outstanding,Exceeds Expectations,19,Seeker,105,2,No,No,"Marauder's Map, Sneakoscope, Invisibility Cloak",278,63,9
Fred Parkinson,,1,"11 inches, holly, phoenix feather core",Toad,Exceeds Expectations,Exceeds Expectations,Poor,21,,-1,0,No,No,"Marauder's Map, Sneakoscope",55,90,8
Neville Lovegood,Slytherin,2,"9 inches, elm, veela hair core",Muggle Born,Exceeds Expectations,Exceeds Expectations,Outstanding,23,,-86,5,No,No,Sneakoscope,40,48,3
Cho Finnigan,Gryffindor,1,"11 inches, holly, phoenix feather core",Muggle Born,Acceptable,Poor,Outstanding,15,Keeper,18,3,Yes,No,"Invisibility Cloak, Sneakoscope, Marauder's Map",45,25,1
Cedric Malfoy,Slytherin,3,"12 inches, yew, unicorn hair core",Owl,Exceeds Expectations,Poor,Poor,9,,135,1,No,No,"Extendable Ears, Sneakoscope, Firebolt",419,91,3
George Bones,,1,"11 inches, holly, phoenix feather core",Cat,Exceeds Expectations,Poor,Exceeds Expectations,6,Chaser,-18,2,No,Yes,Extendable Ears,1,87,8
Hermione Malfoy,Hufflepuff,4,"11 inches, holly, phoenix feather core",Owl,Exceeds Expectations,Poor,Exceeds Expectations,13,B&eater,-39,1,Yes,No,Firebolt,459,72,4
Blaise Thomas,Hufflepuff,4,"9 inches, elm, veela hair core",Toad,Exceeds Expectations,Poor,Exceeds Expectations,11,Seeker,-65,4,No,Yes,"Invisibility Cloak, Time-Turner, Extendable Ears",194,29,3
Susan Spinnet,Slytherin,3,"9 inches, elm, veela hair core",Muggle Born,Poor,Acceptable,Poor,26,Beater,130,5,No,Yes,"Marauder's Map, Time-Turner",283,63,5
,Hufflepuff,7,"9 inches, elm, veela hair core",Muggle Born,Poor,Exceeds Expectations,Acceptable,5,Keeper,90,0,No,No,"Marauder's Map, Firebolt, Time-Turner",366,76,3
,,7,"9 inches, elm, veela hair core",,Outstanding,Poor,Outstanding,21,Keeper,199,4,Yes,Yes,"Marauder's Map, Time-Turner",22,49,2
Susan Lovegood,Hufflepuff,7,"9 inches, elm, veela hair core",Toad,Outstanding,Acceptable,Exceeds Expectations,22,Seeker,184,0,Yes,Yes,"Sneakoscope, Invisibility Cloak, Extendable Ears",474,95,2
Parvati Boot,Slytherin,1,"10 inches, oak, dragon heartstring core",Toad,Acceptable,Exceeds Expectations,Acceptable,18,Beater,-7,0,Yes,No,"Extendable Ears, Sneakoscope, Time-Turner",250,59,4
Lavender Finnigan,Gryffindor,7,"12 inches, yew, unicorn hair core",Owl,Exceeds Expectations,Poor,Outstanding,6,Beater,17,0,Yes,No,"Marauder's Map, Firebolt, Time-Turner",109,34,3
Blaise Thomas,Ravenclaw,2,"11 inches, holly, phoenix feather core",Owl,Acceptable,Poor,Poor,15,Beate+r,-40,0,Yes,No,"Sneakoscope, Firebolt",403,68,5
,Slytherin,5,"9 inches, elm, veela hair core",Toad,Exceeds Expectations,Outstanding,Poor,21,,-19,4,No,No,"Firebolt, Marauder's Map",457,69,6
Angelina Potter,,1,"10 inches, oak, dragon heartstring core",Toad,Acceptable,Acceptable,Poor,21,Beater,198,1,Yes,Yes,"Invisibility Cloak, Marauder's Map",319,53,6
Blaise Thomas,Ravenclaw,6,"11 inches, holly, phoenix feather core",Toad,Poor,Acceptable,Outstanding,11,Seeker,90,0,No,Yes,"Marauder's Map, Time-Turner",431,36,7
Fred mJohnson,Gryffindor,6,"9 inches, elm, veela hair core",Cat,Acceptable,Exceeds Expectations,Outstanding,21,,97,4,No,No,Marauder's Map,388,32,0
Dean Finnigan,Ravenclaw,1,"10 inches, oak, dragon heartstring core",,Poor,Outstanding,Outstanding,28,Seeker,-43,2,No,Yes,"Invisibility Cloak, Extendable Ears, Sneakoscope",374,62,8
Parvati Parkinson,Gryffindor,6,"10 inches, oak, dragon heartstring core",Cat,Outstanding,Acceptable,Exceeds Expectations,23,Beater,-54,5,Yes,Yes,"Time-Turner, Invisibility Cloak",465,39,10
Draco Patil,Gryffindor,7,"11 inches, holly, phoenix feather core",Toad,Acceptable,Outstanding,Poor,25,Seeker,-66,5,Yes,Yes,"Invisibility Cloak, Firebolt",73,75,6
Lavender Patil,Hufflepuff,1,"9 inches, elm, veela hair core",Muggle Born,Poor,Poor,Poor,12,Beater,-64,3,Yes,Yes,"Marauder's Map, Sneakoscope, Extendable Ears",93,70,8
Hermione Granger,Hufflepuff,2,"12 inches, yew, unicorn hair core",Dragon,Outstanding,Poor,Poor,17,Keeper,-54,3,No,No,Invisibility Cloak,402,25,8
,Hufflepuff,4,"10 inches, oak, dragon heartstring core",Toad,Exceeds Expectations,Poor,Poor,6,Beater,-84,4,No,No,"Firebolt, Extendable Ears",318,50,1
,Ravenclaw,2,"10 inches, oak, dragon heartstring core",,Poor,Outstanding,Poor,9,,19,5,Yes,Yes,"Time-Turner, Invisibility Cloak",237,75,5
Harry Patil,Slytherin,1,"9 inches, elm, veela hair core",,Exceeds Expectations,Acceptable,Poor,12,Seeker,-6,0,Yes,Yes,"Firebolt, Invisibility Cloak, Extendable Ears",333,32,5
Cedric Diggory,Ravenclaw,5,"9 inches, elm, veela hair core",Owl,Outstanding,Poor,Acceptable,15,"Be""ater",154,3,Yes,No,"Firebolt, Sneakoscope",475,37,5
Angelina Potter,Ravenclaw,1,"10 inches, oak, dragon heartstring core",Muggle Born,Acceptable,Outstanding,Acceptable,18,Beater,110,1,No,Yes,Time-Turner,188,97,1
Cedric Bones,Slytherin,4,"9 inches, elm, veela hair core",Toad,Poor,Outstanding,Poor,23,Keeper,62,5,No,Yes,"Marauder's Map, Invisibility Cloak",351,48,1
Dean Lovegood,Slytherin,6,"11 inches, holly, phoenix feather core",Muggle Born,Acceptable,Outstanding,Poor,15,Seeker,-72,0,Yes,Yes,Time-Turner,53,93,7
Neville Patil,Hufflepuff,1,"9 inches, elm, veela hair core",Muggle Born,Poor,Outstanding,Poor,13,Seeker,107,3,No,No,Marauder's Map,211,79,7
Lavender Potter,HUFFLEPUFF,5,"11 inches, holly, phoenix feather core",,Poor,Acceptable,Acceptable,13,,126,1,Yes,No,"Sneakoscope, Extendable Ears, Firebolt",15,66,9
Susan Spinnet,Gryffindor,3,"11 inches, holly, phoenix feather core",Muggle Born,Acceptable,Outstanding,Exceeds Expectations,29,,128,3,Yes,No,"Invisibility Cloak, Marauder's Map, Firebolt",426,67,0
Harry Brown,Ravenclaw,2,"9 inches, elm, veela hair core",Toad,Outstanding,Poor,Outstanding,13,Seeker,43,4,Yes,No,"Marauder's Map, Firebolt, Time-Turner",358,59,4
Padma Spinnet,Ravenclaw,1,"12 inches, yew, unicorn hair core",Toad,Poor,Poor,Exceeds Expectations,6,Keeper,-49,0,Yes,No,"Time-Turner, Firebolt",238,66,5
Padma Malfoy,Ravenclaw,5,"12 inches, yew, unicorn hair core",Cat,Acceptable,Exceeds Expectations,Exceeds Expectations,6,Keeper(,98,4,Yes,Yes,"Time-Turner, Invisibility Cloak",350,69,1
Terry Boot,,3,"9 inches, elm, veela hair core",Muggle Born,Acceptable,Acceptable,Acceptable,6,,36,5,Yes,Yes,"Firebolt, Invisibility Cloak, Time-Turner",265,87,7
Hermione Boot,Gryffindor,5,"12 inches, yew, unicorn hair core",Owl,Poor,Poor,Poor,18,Beater,125,5,No,No,"Sneakoscope, Marauder's Map, Time-Turner",201,29,10
Susan Malfoy,Gryffindor,3,"9 inches, elm, veela hair core",Cat,Acceptable,Outstanding,Exceeds Expectations,23,Beater,193,3,No,No,"Firebolt, Invisibility Cloak, Sneakoscope",371,51,5
Ron Zabini,Ravenclaw,4,"12 inches, yew, unicorn hair core",Owl,Outstanding,Exceeds Expectations,Outstanding,25,Keeper,23,2,No,Yes,Marauder's Map,390,68,2
Angelina Bones,Slytherin,3,"12 inches, yew, unicorn hair core",Muggle Born,Exceeds Expectations,Poor,Exceeds Expectations,9,Keeper,41,1,Yes,No,Extendable Ears,499,97,4
Luna Boot,Hufflepuff,3,"11 inches, holly, phoenix feather core",Dragon,Exceeds Expectations,Outstanding,Exceeds Expectations,30,Beater,36,3,No,No,"Extendable Ears, Time-Turner",412,89,9
Padma Bones,Ravenclaw,3,"9 inches, elm, veela hair core",Cat,Poor,Exceeds Expectations,Poor,30,,60,4,Yes,No,"Extendable Ears, Invisibility Cloak",239,59,4
Lavender Bones,Gryffindor,6,"10 inches, oak, dragon heartstring core",Toad,Poor,Outstanding,Acceptable,12,,-89,0,Yes,Yes,Extendable Ears,255,98,7
,Hufflepuff,2,"11 inches, holly, phoenix feather core",Muggle Born,Acceptable,Exceeds Expectations,Outstanding,19,Be>ater,135,4,Yes,No,Invisibility Cloak,27,92,0
Cho Bones,Ravenclaw,4,"9 inches, elm, veela hair core",,Outstanding,Exceeds Expectations,Exceeds Expectations,23,,84,1,Yes,No,"Firebolt, Marauder's Map, Invisibility Cloak",499,63,7
Seamus Spinnet,Gryffindor,2,"9 inches, elm, veela hair core",Cat,Poor,Exceeds Expectations,Exceeds Expectations,14,Beater,33,0,No,No,Time-Turner,397,80,8
Neville Bones,Ravenclaw,1,"12 inches, yew, unicorn hair core",Cat,Poor,Poor,Exceeds Expectations,24,Beater,160,4,Yes,Yes,Extendable Ears,83,25,6
Fred Thomas,,1,"9 inches, elm, veela hair core",Owl,Outstanding,Exceeds Expectations,Outstanding,7,Keeper,133,3,Yes,No,Time-Turner,324,44,1
Blaise Finnigan,,5,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Acceptable,Acceptable,28,Seeker,189,2,Yes,Yes,"Invisibility Cloak, Time-Turner, Sneakoscope",56,99,4
,Hufflepuff,3,"12 inches, yew, unicorn hair core",Cat,Acceptable,Acceptable,Exceeds Expectations,10,,107,5,No,Yes,"Firebolt, Extendable Ears",287,31,8
Terry Granger,Hufflepuff,4,"12 inches, yew, unicorn hair core",Toad,Outstanding,Outstanding,Poor,21,Seeker,-100,0,Yes,No,"Time-Turner, Invisibility Cloak",142,49,5
Luna Bones,Hufflepuff,5,"12 inches, yew, unicorn hair core",Toad,Exceeds Expectations,Acceptable,Poor,28,Seeker,44,1,Yes,No,"Extendable Ears, Marauder's Map, Time-Turner",338,73,4
George Diggory,Ravenclaw,1,"12 inches, yew, unicorn hair core",Owl,Outstanding,Outstanding,Exceeds Expectations,25,,-5,1,Yes,Yes,Extendable Ears,447,73,2
Padma Parkinson,Hufflepuff,5,"11 inches, holly, phoenix feather core",Toad,Exceeds Expectations,Acceptable,Poor,29,,147,2,Yes,Yes,"Sneakoscope, Extendable Ears, Marauder's Map",441,32,9
Blaise Brown,Ravenclaw,3,"9 inches, elm, veela hair core",Owl,Acceptable,Acceptable,Outstanding,24,Seeker,151,0,Yes,Yes,"Firebolt, Marauder's Map",248,67,2
Padma Johnson,Gryffindor,7,"9 inches, elm, veela hair core",Dragon,Poor,Exceeds Expectations,Acceptable,13,Seeker,40,2,No,Yes,Sneakoscope,261,90,10
Padma Patil,Slytherin,5,"12 inches, yew, unicorn hair core",Dragon,Outstanding,Acceptable,Acceptable,25,,-57,4,Yes,Yes,Marauder's Map,28,75,8
Parvati Johnson,Hufflepuff,6,"10 inches, oak, dragon heartstring core",Owl,Outstanding,Outstanding,Exceeds Expectations,13,Beater,29,5,No,No,"Time-Turner, Extendable Ears, Invisibility Cloak",279,80,3
Harry LongbottomI,HUFFLEPUFF,6,"11 inches, holly, phoenix feather core",Muggle Born,Acceptable,Poor,Exceeds Expectations,19,Seeker,-3,4,Yes,Yes,"Time-Turner, Extendable Ears",5,95,5
Luna Weasley,,4,"12 inches, yew, unicorn hair core",,Poor,Acceptable,Acceptable,14,Beater,-82,0,Yes,No,"Sneakoscope, Firebolt",13,42,9
Padma Diggory,Slytherin,1,"12 inches, yew, unicorn hair core",Owl,Poor,Exceeds Expectations,Exceeds Expectations,19,Chaser,65,0,No,Yes,"Sneakoscope, Invisibility Cloak, Firebolt",441,57,3
Neville Granger,,4,"11 inches, holly, phoenix feather core",Dragon,Outstanding,Outstanding,Poor,18,Keeper,-21,5,No,No,Sneakoscope,211,97,2
Draco Bell,Ravenclaw,4,"12 inches, yew, unicorn hair core",Dragon,Poor,Poor,Poor,21,,64,5,Yes,Yes,Marauder's Map,403,54,10
Pansy Thomas,,6,"12 inches, yew, unicorn hair core",Owl,Poor,Exceeds Expectations,Poor,14,Chaser,170,3,No,,Sneakoscope,286,36,8
Terry Boot,Ravenclaw,7,"12 inches, yew, unicorn hair core",Owl,Exceeds Expectations,Exceeds Expectations,Outstanding,16,Beater,0,4,Yes,Yes,"Sneakoscope, Extendable Ears, Invisibility Cloak",66,90,6
,Gryffindor,5,"9 inches, elm, veela hair core",,Outstanding,Exceeds Expectations,Exceeds Expectations,11,Seeke!r,198,3,No,No,Firebolt,368,40,6
Harry ZPabini,Ravenclaw,3,"10 inches, oak, dragon heartstring core",Muggle Born,Poor,Poor,Exceeds Expectations,14,,48,5,No,Yes,"Sneakoscope, Firebolt, Extendable Ears",459,54,0
Fred Spinnet,Hufflepuff,6,"10 inches, oak, dragon heartstring core",,Exceeds Expectations,Poor,Acceptable,16,Beater,119,5,Yes,No,"Invisibility Cloak, Extendable Ears, Marauder's Map",5,41,8
Terry Longbottom,Gryffindor,3,"9 inches, elm, veela hair core",,Acceptable,Poor,Poor,18,Chaser,75,2,Yes,Yes,"Sneakoscope, Invisibility Cloak",348,49,1
Angelina Longbottom,Slytherin,3,"10 inches, oak, dragon heartstring core",,Outstanding,Outstanding,Acceptable,16,Beater,114,0,Yes,No,Time-Turner,241,46,5
Cedric Spinnet,Ravenclaw,1,"9 inches, elm, veela hair core",Muggle Born,Acceptable,Poor,Outstanding,24,,173,1,Yes,No,"Extendable Ears, Marauder's Map",104,92,1
Lavender Chang,Ravenclaw,6,"12 inches, yew, unicorn hair core",Owl,Poor,Acceptable,Acceptable,9,,171,2,Yes,No,Sneakoscope,414,38,5
Hermione Lovegaood,Slytherin,7,"9 inches, elm, veela hair core",Owl,Outstanding,Outstanding,Outstanding,28,Beater,113,0,No,No,"Extendable Ears, Firebolt, Sneakoscope",438,35,0
ChCo Johnson,Ravenclaw,4,"10 inches, oak, dragon heartstring core",,Poor,Poor,Exceeds Expectations,6,,85,0,Yes,No,Firebolt,435,99,0
Neville Bell,Gryffindor,2,"12 inches, yew, unicorn hair core",,Exceeds Expectations,Outstanding,Exceeds Expectations,26,Seeker,185,2,No,No,Extendable Ears,344,92,4
Cho Lovegood,Gryffindor,7,"12 inches, yew, unicorn hair core",,Outstanding,Outstanding,Exceeds Expectations,27,Keeper,98,2,No,No,"Firebolt, Sneakoscope, Invisibility Cloak",496,40,8
Cedric Thomas,,2,"12 inches, yew, unicorn hair core",,Poor,Exceeds Expectations,Exceeds Expectations,5,,39,1,Yes,Yes,"Firebolt, Sneakoscope",140,73,0
Cedric Zabini,Ravenclaw,1,"11 inches, holly, phoenix feather core",Cat,Outstanding,Exceeds Expectations,Outstanding,30,,7,3,Yes,Yes,Invisibility Cloak,22,47,5
Draco Brmown,Hufflepuff,4,"12 inches, yew, unicorn hair core",Dragon,Outstanding,Exceeds Expectations,Outstanding,21,Chaser,109,2,No,Yes,"Invisibility Cloak, Time-Turner",22,78,4
Angelina Thomas,Gryffindor,3,"11 inches, holly, phoenix feather core",,Acceptable,Poor,Outstanding,5,Beater,145,4,Yes,Yes,Marauder's Map,465,93,9
Neville Finnigan,,2,"10 inches, oak, dragon heartstring core",,Outstanding,Outstanding,Poor,12,Beater,31,0,Yes,Yes,"Sneakoscope, Marauder's Map, Time-Turner",191,37,0
Ron Zabini,,1,"10 inches, oak, dragon heartstring core",Cat,Acceptable,Poor,Poor,7,Beater,-46,5,No,No,"Sneakoscope, Time-Turner, Firebolt",388,82,1
Lavender Finnigan,Ravenclaw,2,"10 inches, oak, dragon heartstring core",,Acceptable,Acceptable,Outstanding,21,Kee?per,98,1,No,Yes,Marauder's Map,380,52,8
,Slytherin,1,"9 inches, elm, veela hair core",Dragon,Exceeds Expectations,Poor,Outstanding,15,Chaser,172,2,Yes,No,"Sneakoscope, Extendable Ears, Invisibility Cloak",383,75,1
Susan Bell,,3,"9 inches, elm, veela hair core",Owl,Outstanding,Exceeds Expectations,Acceptable,28,,55,4,Yes,No,"Extendable Ears, Invisibility Cloak",344,56,0
Alicia Boot,Slytherin,3,"12 inches, yew, unicorn hair core",Cat,Outstanding,Acceptable,Outstanding,14,Keeper,-26,4,Yes,Yes,Time-Turner,3,74,6
Terry Bell,,1,"10 inches, oak, dragon heartstring core",Toad,Poor,Outstanding,Outstanding,17,Keeper,32,3,Yes,Yes,"Sneakoscope, Firebolt",345,26,0
Luna Finnigan,Ravenclaw,3,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Poor,Acceptable,12,,-5,3,No,Yes,Invisibility Cloak,441,49,1
Draco Brown,Gryffindor,2,"12 inches, yew, unicorn hair core",Owl,Poor,Poor,Acceptable,22,Keeper,53,4,No,Yes,Time-Turner,250,62,9
Draco Chang,Hufflepuff,3,"10 inches, oak, dragon heartstring core",Cat,Poor,Acceptable,Poor,21,,84,5,No,No,"Extendable Ears, Invisibility Cloak",114,74,6
George Parkinson,,3,"10 inches, oak, dragon heartstring core",Owl,Poor,Acceptable,Poor,20,Beater,-16,0,Yes,No,Sneakoscope,167,63,2
,Gryffindor,4,"11 inches, holly, phoenix feather core",Toad,Poor,Poor,Poor,12,Seeker,69,5,Yes,Yes,Firebolt,385,98,5
Hermione Malfoy,,3,"11 inches, holly, phoenix feather core",Owl,Acceptable,Poor,Exceeds Expectations,26,Beater,72,0,No,Yes,Firebolt,396,78,2
Dean Bell,Hufflepuff,1,"12 inches, yew, unicorn hair core",Dragon,Poor,Acceptable,Acceptable,19,,108,5,Yes,No,"Marauder's Map, Extendable Ears, Sneakoscope",487,39,0
Ginny Granger,,3,"9 inches, elm, veela hair core",Dragon,Exceeds Expectations,Exceeds Expectations,Exceeds Expectations,20,Beater,-99,1,No,Yes,"Invisibility Cloak, Marauder's Map",486,44,6
Georgep Johnson,Hufflepuff,1,"10 inches, oak, dragon heartstring core",Dragon,Acceptable,Poor,Exceeds Expectations,20,Beater,-17,4,Yes,No,"Extendable Ears, Invisibility Cloak, Firebolt",315,42,2
,Gryffindor,3,"11 inches, holly, phoenix feather core",Dragon,Exceeds Expectations,Exceeds Expectations,Poor,29,Keeper,155,3,Yes,No,Firebolt,481,78,2
Angelina Diggory,Hufflepuff,6,"9 inches, elm, veela hair core",,Acceptable,Acceptable,Outstanding,13,,76,0,No,Yes,"Sneakoscope, Firebolt, Time-Turner",131,36,3
Luna Bell,Slytherin,4,"11 inches, holly, phoenix feather core",Owl,Outstanding,Poor,Poor,15,Keeper,129,5,No,No,"Firebolt, Invisibility Cloak",295,26,6
Hermione Parkinson,,7,"10 inches, oak, dragon heartstring core",Muggle Born,Acceptable,Exceeds Expectations,Poor,15,Ke&eper,-31,3,Yes,No,"Sneakoscope, Time-Turner, Invisibility Cloak",173,26,10
Ron Malfoy,,3,"12 inches, yew, unicorn hair core",Cat,Outstanding,Acceptable,Acceptable,17,Seeker,118,2,Yes,Yes,"Firebolt, Sneakoscope, Extendable Ears",394,85,3
Parvati Johnson,,1,"11 inches, holly, phoenix feather core",Owl,Outstanding,Exceeds Expectations,Poor,9,Keeper,-86,4,Yes,No,"Time-Turner, Firebolt, Sneakoscope",265,65,1
Cho Diggory,Hufflepuff,6,"10 inches, oak, dragon heartstring core",Owl,Exceeds Expectations,Acceptable,Acceptable,30,Beater,98,4,No,Yes,"Marauder's Map, Time-Turner, Sneakoscope",253,27,5
Neville Weasley,,5,"12 inches, yew, unicorn hair core",,Outstanding,Exceeds Expectations,Outstanding,6,Chaser,170,5,No,No,Marauder's Map,362,25,9
Cho Longbottom,Hufflepuff,3,"11 inches, holly, phoenix feather core",Muggle Born,Exceeds Expectations,Poor,Poor,29,Seeker,-8,4,Yes,Yes,"Marauder's Map, Extendable Ears, Sneakoscope",428,49,5
Fred Weasley,,3,"10 inches, oak, dragon heartstring core",Dragon,Acceptable,Poor,Exceeds Expectations,12,Chaser,42,4,Yes,Yes,"Sneakoscope, Marauder's Map",41,62,4
Blaise Spinnet,,6,"11 inches, holly, phoenix feather core",Muggle Born,Outstanding,Outstanding,Poor,25,Keeper,192,1,No,Yes,"Sneakoscope, Marauder's Map",174,35,10
Katie Chang,Gryffindor,2,"9 inches, elm, veela hair core",Owl,Poor,Acceptable,Exceeds Expectations,11,Seeker,-13,5,Yes,Yes,"Firebolt, Sneakoscope",222,73,4
Parvati Boot,Ravenclaw,7,"11 inches, holly, phoenix feather core",Toad,Poor,Exceeds Expectations,Exceeds Expectations,27,,124,0,No,No,"Time-Turner, Invisibility Cloak",120,67,6
Hermione Finnigan,Gryffindor,1,"9 inches, elm, veela hair core",Toad,Acceptable,Exceeds Expectations,Exceeds Expectations,28,Keeper,-26,0,No,Yes,"Sneakoscope, Extendable Ears",280,58,1
Neville Lovegood,Gryffindor,5,"10 inches, oak, dragon heartstring core",Toad,Poor,Poor,Acceptable,8,Chaser,9,4,Yes,Yes,Sneakoscope,120,54,5
Blaise Weasley,,1,"11 inches, holly, phoenix feather core",Owl,Poor,Exceeds Expectations,Poor,16,,-75,1,Yes,Yes,Marauder's Map,45,59,6
Luna Bell,Ravenclaw,7,"9 inches, elm, veela hair core",Dragon,Acceptable,Exceeds Expectations,Outstanding,12,Seeker,92,2,Yes,Yes,Sneakoscope,99,56,6
Neville Parkinson,Slytherin,1,"11 inches, holly, phoenix feather core",Owl,Exceeds Expectations,Outstanding,Acceptable,22,Seeker,-61,0,Yes,No,Firebolt,383,65,5
Fred Johnson,Slytherin,7,"9 inches, elm, veela hair core",Muggle Born,Exceeds Expectations,Acceptable,Acceptable,7,,124,3,Yes,No,Time-Turner,489,27,8
Katie Potter,Gryffindor,4,"9 inches, elm, veela hair core",Toad,Outstanding,Acceptable,Poor,14,Beater,66,2,Yes,Yes,"Marauder's Map, Extendable Ears, Firebolt",357,59,1
Seamus Finnigan,Gryffindor,3,"9 inches, elm, veela hair core",Muggle Born,Acceptable,Outstanding,Outstanding,23,Beater,-50,5,Yes,No,Extendable Ears,419,93,3
Blaise Spinnet,Gryffindor,7,"11 inches, holly, phoenix feather core",,Exceeds Expectations,Outstanding,Outstanding,24,Beater,43,4,Yes,No,"Firebolt, Invisibility Cloak, Extendable Ears",61,51,6
Padma Finnigan,Gryffindor,4,"12 inches, yew, unicorn hair core",Muggle Born,Exceeds Expectations,Acceptable,Acceptable,8,"Ke,eper",-29,1,Yes,Yes,Invisibility Cloak,393,50,2
Alicia Finnigan,Ravenclaw,1,"11 inches, holly, phoenix feather core",Cat,Acceptable,Outstanding,Exceeds Expectations,9,,-37,3,Yes,Yes,Extendable Ears,57,97,10
Ron Zabini,SLYTHERIN,6,"10 inches, oak, dragon heartstring core",Toad,Exceeds Expectations,Poor,Poor,22,,62,5,No,No,"Marauder's Map, Time-Turner",29,46,7
Dean Parkinson,Slytherin,4,"9 inches, elm, veela hair core",,Outstanding,Acceptable,Exceeds Expectations,13,Keeper,196,3,Yes,No,"Sneakoscope, Time-Turner",241,89,7
Alicia Patil,Slytherin,7,"9 inches, elm, veela hair core",,Outstanding,Exceeds Expectations,Exceeds Expectations,19,Chaser,-96,3,Yes,No,"Marauder's Map, Firebolt",477,86,9
,HUFFLEPUFF,7,"10 inches, oak, dragon heartstring core",,Outstanding,Acceptable,Outstanding,19,Keeper,49,5,No,Yes,"Time-Turner, Sneakoscope, Firebolt",374,63,3
Cho Spinnet,,2,"12 inches, yew, unicorn hair core",Dragon,Poor,Outstanding,Acceptable,6,Beater,-25,4,Yes,No,"Time-Turner, Marauder's Map, Sneakoscope",328,55,3
Terry Malfoy,Ravenclaw,4,"9 inches, elm, veela hair core",Owl,Outstanding,Exceeds Expectations,Acceptable,18,Seeker,7,2,Yes,Yes,"Marauder's Map, Time-Turner, Extendable Ears",145,89,1
,Gryffindor,7,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Outstanding,Exceeds Expectations,14,Beater,183,4,No,No,"Time-Turner, Marauder's Map, Firebolt",427,59,2
Luna Granger,,5,"11 inches, holly, phoenix feather core",Toad,Outstanding,Exceeds Expectations,Outstanding,19,Chaser,185,4,Yes,No,"Firebolt, Marauder's Map, Extendable Ears",341,56,4
Alicia Finnigan,Gryffindor,4,"9 inches, elm, veela hair core",Toad,Acceptable,Outstanding,Exceeds Expectations,29,Seeker,96,4,No,Yes,Firebolt,287,51,3
Lavender Zabini,Ravenclaw,2,"10 inches, oak, dragon heartstring core",Muggle Born,Exceeds Expectations,Acceptable,Exceeds Expectations,22,Seeker,-27,3,No,Yes,"Extendable Ears, Firebolt",73,30,7
Katie Malfoy,,6,"9 inches, elm, veela hair core",Dragon,Outstanding,Acceptable,Acceptable,27,,114,2,No,No,"Sneakoscope, Invisibility Cloak, Marauder's Map",66,46,1
Harry Brown,Hufflepuff,5,"10 inches, oak, dragon heartstring core",,Outstanding,Poor,Acceptable,24,,-67,0,Yes,Yes,"Marauder's Map, Invisibility Cloak, Firebolt",222,70,8
Neville Bones,Slytherin,1,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Outstanding,Poor,13,Keeper,56,3,No,No,Extendable Ears,169,63,1
Angelina Boot,Hufflepuff,1,"9 inches, elm, veela hair core",Cat,Acceptable,Exceeds Expectations,Acceptable,22,Keeper,13,3,No,No,"Firebolt, Marauder's Map, Invisibility Cloak",483,53,1
Cedric Finnigan,,5,"11 inches, holly, phoenix feather core",Muggle Born,Outstanding,Exceeds Expectations,Poor,29,Beater,162,3,Yes,Yes,"Time-Turner, Firebolt",357,96,6
Draco Johnson,Slytherin,1,"12 inches, yew, unicorn hair core",Cat,Acceptable,Outstanding,Poor,14,Seeker,4,0,Yes,No,Invisibility Cloak,174,45,5
Pansy Spinnet,Ravenclaw,1,"11 inches, holly, phoenix feather core",Cat,Exceeds Expectations,Exceeds Expectations,Poor,8,,186,5,Yes,Yes,Extendable Ears,214,56,10
Cho Bell,Ravenclaw,7,"10 inches, oak, dragon heartstring core",Toad,Acceptable,Exceeds Expectations,Acceptable,25,Keeper,-57,5,Yes,No,Time-Turner,497,99,7
Cedric Zabini,,1,"12 inches, yew, unicorn hair core",Owl,Outstanding,Exceeds Expectations,Acceptable,13,Seeker,-16,1,No,Yes,Marauder's Map,252,75,0
Angelina Bones,Slytherin,6,"11 inches, holly, phoenix feather core",Toad,Outstanding,Outstanding,Exceeds Expectations,5,,-94,2,Yes,No,Firebolt,130,43,8
