Student Name,House,Year,Wand Type,Pet,Potions Grade,Defense Against the Dark Arts Grade,Transfiguration Grade,Spells Learned,Quidditch Position,Points Earned for House,Detentions,Participation in Dueling Club,Triwizard Tournament Involvement,Items Owned,Knuts Spent in Hogsmeade,Attendance at Classes,Magical Accidents
Harry Lovegood,Gryffindor,6,"10 inches, oak, dragon heartstring core",Owl,Acceptable,Poor,Poor,21,Keeper,-20,1,No,,"Invisibility Cloak, Sneakoscope, Extendable Ears",444,67,2
Draco Finnigan,Ravenclaw,3,"10 inches, oak, dragon heartstring core",Owl,Poor,Outstanding,Outstanding,5,Seeker,169,3,No,No,"Sneakoscope, Firebolt",114,51,8
,Ravenclaw,6,"12 inches, yew, unicorn hair core",,Poor,Acceptable,Poor,20,Keeper,4,4,Yes,Yes,"Invisibility Cloak, Extendable Ears",218,97,9
Padma Bell,Slytherin,3,"9 inches, elm, veela hair core",Cat,Outstanding,Acceptable,Exceeds Expectations,19,Beater,44,0,Yes,No,"Time-Turner, Invisibility Cloak, Extendable Ears",285,55,9
Parvati Lovegood,Ravenclaw,5,"10 inches, oak, dragon heartstring core",Owl,Acceptable,Exceeds Expectations,Exceeds Expectations,28,Seeker,-44,1,Yes,Yes,"Marauder's Map, Extendable Ears",184,90,5
,Ravenclaw,6,"12 inches, yew, unicorn hair core",Dragon,,Exceeds Expectations,Poor,27,Beater,-13,4,Yes,No,"Marauder's Map, Invisibility Cloak, Extendable Ears",407,32,6
Seamus Parkinson,GRYFFINDOR,1,"9 inches, elm, veela hair core",Dragon,Exceeds Expectations,Exceeds Expectations,Poor,18,,96,0,No,Yes,"Sneakoscope, Firebolt",312,70,7
Lavender Brown,Slytherin,4,"12 inches, yew, unicorn hair core",Owl,Outstanding,Outstanding,Poor,11,Keeper,-19,1,Yes,Yes,"Time-Turner, Firebolt, Invisibility Cloak",202,100,2
Kaptie Chang,Slytherin,2,"10 inches, oak, dragon heartstring core",,Acceptable,Poor,Outstanding,25,Chaser,143,1,No,Yes,"Extendable Ears, Invisibility Cloak, Firebolt",203,59,4
Seamus Johnson,Hufflepuff,1,"10 inches, oak, dragon heartstring core",,Outstanding,Outstanding,Exceeds Expectations,23,,-19,3,No,No,"Time-Turner, Invisibility Cloak, Marauder's Map",214,52,9
,HUFFLEPUFF,1,"9 inches, elm, veela hair core",Muggle Born,Poor,Outstanding,Exceeds Expectations,26,Seeker,-62,3,No,,Extendable Ears,109,81,6
,SLYTHERIN,3,"9 inches, elm, veela hair core",Muggle Born,Outstanding,Acceptable,Outstanding,21,Keeper,124,3,Yes,Yes,"Extendable Ears, Marauder's Map",252,60,2
Pansy Bell,Ravenclaw,5,"11 inches, holly, phoenix feather core",Dragon,Exceeds Expectations,Exceeds Expectations,Exceeds Expectations,19,Seeker,-35,4,Yes,,"Invisibility Cloak, Marauder's Map, Extendable Ears",426,79,6
Ginny Boot,Ravenclaw,5,"10 inches, oak, dragon heartstring core",Muggle Born,Acceptable,Acceptable,Outstanding,13,,74,5,No,No,Extendable Ears,193,67,1
,,2,"12 inches, yew, unicorn hair core",Cat,Acceptable,Poor,Outstanding,13,Beater,142,4,Yes,No,Firebolt,86,86,10
,Ravenclaw,4,"11 inches, holly, phoenix feather core",Owl,,Exceeds Expectations,Exceeds Expectations,15,Seeker,136,4,No,Yes,"Invisibility Cloak, Marauder's Map, Time-Turner",370,68,8
,,1,"9 inches, elm, veela hair core",Cat,Exceeds Expectations,Poor,Acceptable,26,,189,3,No,No,"Invisibility Cloak, Marauder's Map, Time-Turner",366,79,5
,Gryffindor,1,"9 inches, elm, veela hair core",,Exceeds Expectations,Outstanding,Acceptable,5,,72,0,Yes,No,"Firebolt, Time-Turner, Marauder's Map",318,71,7
Scusan Weasley,Gryffindor,1,"12 inches, yew, unicorn hair core",Dragon,Outstanding,Exceeds Expectations,Acceptable,16,Keeper,103,3,No,Yes,"Marauder's Map, Extendable Ears, Time-Turner",384,42,8
Lavender Lovegood,Ravenclaw,7,"11 inches, holly, phoenix feather core",,Exceeds Expectations,Poor,Exceeds Expectations,12,Keeper,153,3,Yes,No,"Firebolt, Time-Turner, Sneakoscope",166,90,3
,Slytherin,3,"10 inches, oak, dragon heartstring core",,Outstanding,Outstanding,Poor,7,Chaser,163,2,Yes,No,"Invisibility Cloak, Firebolt, Time-Turner",329,27,7
,Ravenclaw,1,"9 inches, elm, veela hair core",,Outstanding,Exceeds Expectations,Poor,25,Keeper,45,2,Yes,No,"Extendable Ears, Sneakoscope",138,69,4
Parvati Patil,Hufflepuff,1,"11 inches, holly, phoenix feather core",,Acceptable,Poor,Poor,25,,38,0,Yes,No,"Extendable Ears, Sneakoscope",9,51,9
Parvati Johnson,RAVENCLAW,1,"9 inches, elm, veela hair core",Muggle Born,Poor,Poor,Acceptable,8,Beater,41,2,No,Yes,Sneakoscope,406,38,0
Katie Chang,HUFFLEPUFF,7,"11 inches, holly, phoenix feather core",,Outstanding,Outstanding,Outstanding,14,,110,1,No,,Marauder's Map,182,90,2
Parvati Zabini,Hufflepuff,2,"9 inches, elm, veela hair core",Muggle Born,Poor,Outstanding,Outstanding,13,,87,1,Yes,Yes,"Time-Turner, Firebolt, Sneakoscope",368,94,4
Cedric rSpinnet,,1,"10 inches, oak, dragon heartstring core",Cat,Exceeds Expectations,Outstanding,Acceptable,10,Beater,-40,2,Yes,Yes,"Firebolt, Time-Turner",219,90,9
Ginny Parkinson,Gryffindor,6,"9 inches, elm, veela hair core",Dragon,Outstanding,Exceeds Expectations,Exceeds Expectations,14,Keeper,159,0,No,Yes,"Sneakoscope, Extendable Ears",445,100,3
Cedric Zabini,Gryffindor,3,"9 inches, elm, veela hair core",Cat,Poor,Poor,Poor,14,Keeper,-36,3,Yes,Yes,Invisibility Cloak,329,92,2
Dean Longbottom,SLYTHERIN,1,"10 inches, oak, dragon heartstring core",Cat,Outstanding,Poor,Acceptable,11,Chaser,-46,0,No,Yes,"Extendable Ears, Invisibility Cloak, Sneakoscope",0,35,10
PaRdma Lovegood,Slytherin,1,"12 inches, yew, unicorn hair core",,Exceeds Expectations,Poor,Exceeds Expectations,16,Keeper,196,3,Yes,No,"Marauder's Map, Firebolt",422,35,6
,Hufflepuff,1,"11 inches, holly, phoenix feather core",Toad,Poor,Exceeds Expectations,Exceeds Expectations,10,Seeker,-18,2,Yes,,Time-Turner,231,27,1
FrNed Boot,HUFFLEPUFF,4,"10 inches, oak, dragon heartstring core",Muggle Born,Exceeds Expectations,Acceptable,Exceeds Expectations,17,Beater,66,1,No,No,"Extendable Ears, Sneakoscope, Marauder's Map",220,54,0
,,5,"12 inches, yew, unicorn hair core",Toad,Poor,Outstanding,Outstanding,30,Keeper,-41,1,Yes,Yes,"Firebolt, Time-Turner",343,83,10
Parvati Finnigan,Gryffindor,4,"12 inches, yew, unicorn hair core",Dragon,Outstanding,Exceeds Expectations,Exceeds Expectations,6,Beater,-84,0,No,No,"Marauder's Map, Extendable Ears, Sneakoscope",368,29,7
,HUFFLEPUFF,6,"11 inches, holly, phoenix feather core",Toad,Outstanding,Exceeds Expectations,Poor,22,Keeper,99,3,No,,"Time-Turner, Extendable Ears, Marauder's Map",196,64,10
Dean Johnson,Ravenclaw,1,"9 inches, elm, veela hair core",Dragon,Poor,Acceptable,Exceeds Expectations,10,Beater,73,5,No,,"Invisibility Cloak, Time-Turner",18,89,8
Draco Patil,Gryffindor,3,"10 inches, oak, dragon heartstring core",Muggle Born,Outstanding,Poor,Poor,28,Chaser,-46,0,Yes,Yes,"Sneakoscope, Firebolt, Invisibility Cloak",420,72,3
Terry Diggory,Ravenclaw,6,"12 inches, yew, unicorn hair core",Toad,Acceptable,Poor,Exceeds Expectations,23,Seeker,-100,3,No,Yes,"Sneakoscope, Extendable Ears, Time-Turner",246,90,0
,Slytherin,6,"12 inches, yew, unicorn hair core",Muggle Born,Exceeds Expectations,Outstanding,Outstanding,19,Chaser,59,3,No,No,"Firebolt, Sneakoscope",48,64,8
Luna Bell,SLYTHERIN,1,"11 inches, holly, phoenix feather core",,Exceeds Expectations,Acceptable,Outstanding,5,Seeker,-75,3,No,Yes,"Sneakoscope, Invisibility Cloak",403,97,8
Padma Bell,SLYTHERIN,4,"12 inches, yew, unicorn hair core",Muggle Born,Acceptable,Acceptable,Outstanding,13,Seeker,-65,2,Yes,No,"Marauder's Map, Sneakoscope",52,92,1
,RAVENCLAW,7,"10 inches, oak, dragon heartstring core",Owl,Poor,Outstanding,Acceptable,17,Beater,87,0,Yes,Yes,Time-Turner,300,81,6
Padma Brown,SLYTHERIN,5,"12 inches, yew, unicorn hair core",,Outstanding,Outstanding,Exceeds Expectations,20,,-42,1,No,No,"Sneakoscope, Firebolt, Time-Turner",75,44,5
Cedric Malfoy,Ravenclaw,3,"10 inches, oak, dragon heartstring core",Owl,Exceeds Expectations,Outstanding,Poor,6,Beater,122,0,No,No,"Sneakoscope, Marauder's Map",83,89,0
Blaise Johntson,Slytherin,1,"9 inches, elm, veela hair core",,Acceptable,Acceptable,Acceptable,18,,17,3,Yes,No,"Sneakoscope, Time-Turner",449,70,10
Pansy Patil,HUFFLEPUFF,3,"11 inches, holly, phoenix feather core",Cat,Outstanding,Outstanding,Acceptable,6,Beater,199,1,Yes,No,"Sneakoscope, Extendable Ears",231,47,8
Angelina Weasley,SLYTHERIN,6,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Outstanding,Acceptable,12,Chaser,89,1,Yes,Yes,"Extendable Ears, Sneakoscope",105,64,8
Ginny Patil,RAVENCLAW,1,"9 inches, elm, veela hair core",Owl,Poor,Exceeds Expectations,Acceptable,24,Keeper,128,4,No,,Sneakoscope,49,31,8
Cho Longbottom,Hufflepuff,7,"12 inches, yew, unicorn hair core",Cat,Outstanding,Acceptable,Exceeds Expectations,29,Seeker,-59,4,No,No,Invisibility Cloak,179,59,6
George Granger,Gryffindor,1,"12 inches, yew, unicorn hair core",Muggle Born,Acceptable,Outstanding,Poor,7,Chaser,74,4,No,Yes,"Firebolt, Extendable Ears, Time-Turner",488,39,10
Harry Spinnet,RAVENCLAW,5,"10 inches, oak, dragon heartstring core",,Outstanding,Acceptable,Acceptable,15,,-55,1,Yes,Yes,"Marauder's Map, Invisibility Cloak, Extendable Ears",377,85,8
Katie UChang,Slytherin,1,"12 inches, yew, unicorn hair core",Dragon,Outstanding,Poor,Exceeds Expectations,26,Seeker,102,2,Yes,No,"Sneakoscope, Firebolt",125,86,9
Parvati Zabini,Hufflepuff,3,"12 inches, yew, unicorn hair core",Dragon,Outstanding,Acceptable,Acceptable,20,Keeper,85,5,Yes,No,Time-Turner,35,78,3
Alicia Johnson,RAVENCLAW,2,"12 inches, yew, unicorn hair core",Muggle Born,Outstanding,Outstanding,Poor,14,Keeper,49,5,Yes,Yes,Sneakoscope,26,84,7
,Gryffindor,2,"12 inches, yew, unicorn hair core",Owl,Acceptable,Outstanding,Exceeds Expectations,12,Keeper,56,3,Yes,No,Marauder's Map,199,92,5
Katie Spinnet,RAVENCLAW,7,"11 inches, holly, phoenix feather core",Dragon,Acceptable,Poor,Acceptable,16,Seeker,200,1,Yes,Yes,"Marauder's Map, Invisibility Cloak, Sneakoscope",249,56,5
,,1,"11 inches, holly, phoenix feather core",Cat,Exceeds Expectations,Poor,Exceeds Expectations,13,Seeker,-100,3,Yes,Yes,"Extendable Ears, Marauder's Map",283,95,6
Padma Potter,SLYTHERIN,4,"10 inches, oak, dragon heartstring core",Owl,Poor,Poor,Exceeds Expectations,30,Chaser,178,3,Yes,Yes,"Extendable Ears, Marauder's Map",453,87,0
Padma PatilU,SLYTHERIN,4,"12 inches, yew, unicorn hair core",Toad,Exceeds Expectations,Poor,Poor,11,Seeker,67,4,Yes,Yes,"Time-Turner, Firebolt",74,52,9
Terry Lovegood,HUFFLEPUFF,4,"9 inches, elm, veela hair core",Cat,Outstanding,Acceptable,Outstanding,28,,73,3,No,,"Time-Turner, Extendable Ears",123,64,10
Cho Potter,,1,"9 inches, elm, veela hair core",Toad,,Poor,Acceptable,15,Chaser,-54,4,No,Yes,"Invisibility Cloak, Sneakoscope, Extendable Ears",33,49,7
Ron Chang,HUFFLEPUFF,5,"12 inches, yew, unicorn hair core",,Outstanding,Outstanding,Acceptable,6,Beater,167,1,No,Yes,"Time-Turner, Extendable Ears",12,51,8
Parvati Diggory,Hufflepuff,6,"10 inches, oak, dragon heartstring core",Cat,,Poor,Outstanding,28,Beater,96,4,No,Yes,Firebolt,29,87,7
Pansy Brown,RAVENCLAW,2,"9 inches, elm, veela hair core",,Exceeds Expectations,Poor,Acceptable,15,Seeker,-55,5,No,No,"Extendable Ears, Time-Turner, Marauder's Map",100,71,9
Lavender Longbottom,Hufflepuff,3,"10 inches, oak, dragon heartstring core",,Exceeds Expectations,Exceeds Expectations,Poor,13,Keeper,162,0,Yes,Yes,"Invisibility Cloak, Firebolt",315,29,10
Blaise Finnigan,Ravenclaw,7,"10 inches, oak, dragon heartstring core",Toad,Outstanding,Exceeds Expectations,Exceeds Expectations,10,Chaser,61,3,Yes,,"Sneakoscope, Time-Turner, Invisibility Cloak",106,74,9
,Ravenclaw,2,"10 inches, oak, dragon heartstring core",Toad,Acceptable,Acceptable,Acceptable,15,Beater,98,1,Yes,Yes,"Sneakoscope, Time-Turner, Firebolt",400,98,5
Katie Thomas,SLYTHERIN,5,"9 inches, elm, veela hair core",Muggle Born,,Poor,Outstanding,21,,132,0,No,Yes,Time-Turner,315,51,6
Katie Diggory,Gryffindor,1,"11 inches, holly, phoenix feather core",Toad,Poor,Poor,Poor,18,Beater,46,3,No,,Invisibility Cloak,261,44,10
Katie Spinnet,Hufflepuff,1,"9 inches, elm, veela hair core",Toad,Outstanding,Outstanding,Exceeds Expectations,25,Chaser,-10,3,Yes,Yes,"Sneakoscope, Marauder's Map, Firebolt",250,65,6
Draco Granger,GRYFFINDOR,2,"9 inches, elm, veela hair core",Cat,Acceptable,Poor,Exceeds Expectations,8,Keeper,-20,1,Yes,Yes,Sneakoscope,438,73,3
Hermioned Diggory,,1,"9 inches, elm, veela hair core",Toad,Exceeds Expectations,Acceptable,Outstanding,24,,132,4,No,Yes,"Extendable Ears, Time-Turner",469,40,4
Blaise Parkinson,GRYFFINDOR,7,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Exceeds Expectations,Outstanding,29,Keeper,8,4,No,No,"Extendable Ears, Firebolt, Invisibility Cloak",270,26,10
Padma Bones,Slytherin,4,"11 inches, holly, phoenix feather core",Toad,Outstanding,Poor,Outstanding,16,,-65,3,Yes,No,Time-Turner,122,61,5
Ginny Granger,Hufflepuff,2,"9 inches, elm, veela hair core",Toad,Poor,Acceptable,Outstanding,29,Chaser,40,1,Yes,Yes,"Sneakoscope, Firebolt, Marauder's Map",246,28,5
Luna Spinnet,Hufflepuff,3,"10 inches, oak, dragon heartstring core",Muggle Born,Acceptable,Acceptable,Exceeds Expectations,25,Chaser,-49,1,Yes,,Time-Turner,247,54,4
Angelina Spinnet,Slytherin,7,"9 inches, elm, veela hair core",Owl,Acceptable,Poor,Outstanding,16,Keeper,81,0,No,No,Invisibility Cloak,46,89,6
Fred Parkinson,Ravenclaw,3,"10 inches, oak, dragon heartstring core",Muggle Born,Acceptable,Exceeds Expectations,Exceeds Expectations,11,Keeper,184,1,Yes,No,"Marauder's Map, Sneakoscope",445,88,0
Hermione Chang,Slytherin,4,"9 inches, elm, veela hair core",,Exceeds Expectations,Outstanding,Acceptable,20,Chaser,135,5,No,Yes,Marauder's Map,453,52,5
Blaise Zabini,Hufflepuff,5,"9 inches, elm, veela hair core",Cat,Exceeds Expectations,Exceeds Expectations,Poor,26,Chaser,-30,2,Yes,Yes,"Invisibility Cloak, Marauder's Map",327,46,9
,Ravenclaw,2,"12 inches, yew, unicorn hair core",Muggle Born,Acceptable,Poor,Poor,13,Seeker,69,1,No,No,"Extendable Ears, Invisibility Cloak, Sneakoscope",54,62,0
,Gryffindor,5,"9 inches, elm, veela hair core",Muggle Born,Poor,Acceptable,Exceeds Expectations,30,Beater,190,1,No,,Marauder's Map,213,89,6
Ginny Potter,Ravenclaw,7,"10 inches, oak, dragon heartstring core",Muggle Born,Acceptable,Poor,Acceptable,13,Keeper,24,1,No,No,"Time-Turner, Invisibility Cloak",457,78,2
Harry Potter,Hufflepuff,1,"11 inches, holly, phoenix feather core",Dragon,Acceptable,Poor,Outstanding,14,Beater,16,5,No,Yes,"Marauder's Map, Time-Turner, Extendable Ears",250,29,0
,Gryffindor,2,"11 inches, holly, phoenix feather core",Dragon,Poor,Outstanding,Outstanding,18,Keeper,-55,0,Yes,Yes,"Extendable Ears, Sneakoscope, Marauder's Map",49,75,3
Ron Longbottom,Hufflepuff,5,"11 inches, holly, phoenix feather core",,Exceeds Expectations,Outstanding,Poor,9,Seeker,-48,2,No,Yes,"Sneakoscope, Invisibility Cloak, Firebolt",59,93,9
,,2,"11 inches, holly, phoenix feather core",Muggle Born,Outstanding,Acceptable,Poor,26,Chaser,116,5,No,Yes,"Marauder's Map, Time-Turner",420,39,6
,Hufflepuff,3,"12 inches, yew, unicorn hair core",Dragon,Poor,Acceptable,Outstanding,20,Keeper,147,5,Yes,No,"Sneakoscope, Firebolt, Invisibility Cloak",214,87,5
Blaise Finntigan,,2,"9 inches, elm, veela hair core",Toad,Outstanding,Acceptable,Poor,13,Beater,-54,0,Yes,Yes,"Extendable Ears, Firebolt, Sneakoscope",326,77,6
Katie Malfoy,Gryffindor,2,"9 inches, elm, veela hair core",,Poor,Outstanding,Outstanding,9,Chaser,52,5,No,Yes,Firebolt,3,77,4
Luna Malfoy,Hufflepuff,2,"9 inches, elm, veela hair core",,Exceeds Expectations,Outstanding,Outstanding,17,,-36,2,Yes,,Time-Turner,323,38,3
Blaise Longbottom,Gryffindor,2,"9 inches, elm, veela hair core",Cat,Acceptable,Exceeds Expectations,Acceptable,9,Seeker,70,2,No,Yes,"Invisibility Cloak, Time-Turner, Sneakoscope",445,95,7
,SLYTHERIN,2,"12 inches, yew, unicorn hair core",Owl,Acceptable,Exceeds Expectations,Acceptable,30,Beater,168,1,Yes,No,Marauder's Map,159,73,2
Pparvati Bones,Slytherin,5,"11 inches, holly, phoenix feather core",Muggle Born,Acceptable,Exceeds Expectations,Acceptable,17,,16,5,Yes,No,Sneakoscope,30,90,9
Draco Parkinson,RAVENCLAW,7,"9 inches, elm, veela hair core",Dragon,Outstanding,Acceptable,Outstanding,13,Chaser,199,5,No,,Marauder's Map,38,87,2
Ron Malfoy,Gryffindor,1,"12 inches, yew, unicorn hair core",Owl,Poor,Acceptable,Outstanding,20,Keeper,59,4,Yes,Yes,"Time-Turner, Invisibility Cloak",90,58,8
Blaise Patil,SLYTHERIN,5,"12 inches, yew, unicorn hair core",Toad,Poor,Exceeds Expectations,Outstanding,11,Beater,141,3,No,Yes,"Firebolt, Extendable Ears, Marauder's Map",234,42,1
Terry Boot,Hufflepuff,4,"12 inches, yew, unicorn hair core",Owl,Exceeds Expectations,Exceeds Expectations,Exceeds Expectations,20,Seeker,61,3,No,Yes,Sneakoscope,176,25,7
Cedric Brown,Hufflepuff,4,"10 inches, oak, dragon heartstring core",Cat,Exceeds Expectations,Acceptable,Acceptable,5,Chaser,110,1,No,Yes,Sneakoscope,16,91,2
Parvati Thomas,Gryffindor,2,"12 inches, yew, unicorn hair core",,Exceeds Expectations,Outstanding,Outstanding,26,Beater,110,0,Yes,No,Extendable Ears,286,26,2
,Ravenclaw,4,"9 inches, elm, veela hair core",Muggle Born,Acceptable,Acceptable,Exceeds Expectations,23,Seeker,95,0,Yes,Yes,Time-Turner,92,34,1
,Hufflepuff,4,"11 inches, holly, phoenix feather core",Muggle Born,Acceptable,Acceptable,Exceeds Expectations,10,,163,5,No,No,Marauder's Map,351,76,2
Katie Weasley,Hufflepuff,5,"10 inches, oak, dragon heartstring core",Dragon,Outstanding,Exceeds Expectations,Acceptable,24,Chaser,11,3,No,Yes,Invisibility Cloak,210,80,1
,HUFFLEPUFF,6,"10 inches, oak, dragon heartstring core",Owl,Poor,Poor,Outstanding,21,Beater,112,4,No,Yes,"Marauder's Map, Sneakoscope",258,34,0
,HUFFLEPUFF,4,"10 inches, oak, dragon heartstring core",Muggle Born,Acceptable,Acceptable,Poor,15,,-72,5,Yes,Yes,"Marauder's Map, Time-Turner",387,86,3
Ginny RBones,Gryffindor,4,"12 inches, yew, unicorn hair core",Owl,Acceptable,Poor,Exceeds Expectations,21,Seeker,38,5,Yes,Yes,"Invisibility Cloak, Time-Turner, Sneakoscope",50,81,7
Ginny Zabini,Hufflepuff,3,"10 inches, oak, dragon heartstring core",Toad,Acceptable,Exceeds Expectations,Poor,14,Keeper,-73,0,No,Yes,Time-Turner,237,97,3
Lavender Boot,Ravenclaw,6,"10 inches, oak, dragon heartstring core",Owl,Exceeds Expectations,Acceptable,Poor,19,Keeper,123,3,No,No,"Firebolt, Marauder's Map",189,33,8
Angelina Potter,Slytherin,1,"11 inches, holly, phoenix feather core",,Outstanding,Outstanding,Poor,24,Seeker,20,2,Yes,No,"Extendable Ears, Firebolt",23,84,5
,Slytherin,2,"10 inches, oak, dragon heartstring core",,Poor,Poor,Exceeds Expectations,27,Seeker,88,1,No,No,"Firebolt, Sneakoscope, Extendable Ears",461,80,10
,Ravenclaw,2,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Outstanding,Poor,24,Keeper,-63,1,Yes,Yes,"Firebolt, Invisibility Cloak, Extendable Ears",89,81,9
Ron Thomas,HUFFLEPUFF,2,"12 inches, yew, unicorn hair core",Owl,Outstanding,Exceeds Expectations,Acceptable,11,Keeper,-8,1,No,Yes,"Marauder's Map, Time-Turner",252,73,9
Dean Finnigan,GRYFFINDOR,4,"10 inches, oak, dragon heartstring core",Owl,Poor,Poor,Poor,7,Seeker,81,5,No,Yes,Extendable Ears,483,87,4
,Ravenclaw,6,"9 inches, elm, veela hair core",Toad,Poor,Acceptable,Exceeds Expectations,19,Beater,-78,3,No,Yes,"Time-Turner, Sneakoscope, Extendable Ears",405,76,2
,RAVENCLAW,1,"12 inches, yew, unicorn hair core",Muggle Born,Exceeds Expectations,Outstanding,Acceptable,28,Seeker,138,3,Yes,No,Time-Turner,336,89,1
Neville Weasley,Slytherin,2,"11 inches, holly, phoenix feather core",Toad,Outstanding,Poor,Exceeds Expectations,23,Beater,-97,3,No,Yes,"Firebolt, Extendable Ears, Time-Turner",456,50,1
Luna Finnigan,HUFFLEPUFF,2,"10 inches, oak, dragon heartstring core",Dragon,Poor,Acceptable,Exceeds Expectations,21,Keeper,130,5,Yes,Yes,"Firebolt, Time-Turner, Sneakoscope",186,57,10
Susan Patil,Slytherin,3,"12 inches, yew, unicorn hair core",Cat,Acceptable,Exceeds Expectations,Poor,17,,38,4,No,,"Marauder's Map, Sneakoscope",426,73,5
,Hufflepuff,6,"10 inches, oak, dragon heartstring core",Cat,Exceeds Expectations,Poor,Acceptable,20,,122,5,No,No,"Sneakoscope, Invisibility Cloak",144,69,2
Ron Finnigan,Ravenclaw,4,"9 inches, elm, veela hair core",,Exceeds Expectations,Acceptable,Poor,30,Beater,77,2,No,No,"Marauder's Map, Extendable Ears, Time-Turner",175,25,1
Pansyc Patil,,1,"10 inches, oak, dragon heartstring core",Toad,Acceptable,Poor,Exceeds Expectations,18,Seeker,-43,5,No,Yes,Time-Turner,396,99,6
Angelina Finnigan,Ravenclaw,3,"10 inches, oak, dragon heartstring core",,Acceptable,Poor,Exceeds Expectations,24,Beater,190,0,No,Yes,"Extendable Ears, Firebolt",160,97,7
Harry Boot,SLYTHERIN,3,"11 inches, holly, phoenix feather core",Muggle Born,Exceeds Expectations,Outstanding,Acceptable,25,Keeper,-2,3,No,Yes,"Invisibility Cloak, Sneakoscope",473,35,3
Pansy Zabinji,GRYFFINDOR,1,"9 inches, elm, veela hair core",Owl,Acceptable,Outstanding,Poor,8,Chaser,-31,1,No,No,Firebolt,404,38,8
,Hufflepuff,6,"11 inches, holly, phoenix feather core",Muggle Born,Poor,Acceptable,Exceeds Expectations,6,Seeker,2,3,No,No,Marauder's Map,440,75,9
Angelina Malfoy,GRYFFINDOR,1,"10 inches, oak, dragon heartstring core",Cat,Exceeds Expectations,Poor,Poor,6,Chaser,-86,3,Yes,Yes,"Firebolt, Marauder's Map, Invisibility Cloak",35,99,10
Pansy Finnigan,Slytherin,2,"11 inches, holly, phoenix feather core",Toad,Outstanding,Poor,Exceeds Expectations,14,Keeper,199,4,No,Yes,Invisibility Cloak,242,28,10
Padma Bones,Hufflepuff,7,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Outstanding,Exceeds Expectations,22,Keeper,-29,1,Yes,Yes,"Extendable Ears, Marauder's Map, Invisibility Cloak",255,57,6
Parvati Lovegood,Hufflepuff,5,"10 inches, oak, dragon heartstring core",,Poor,Poor,Acceptable,29,Seeker,141,0,No,No,"Marauder's Map, Invisibility Cloak",132,67,3
,Hufflepuff,1,"9 inches, elm, veela hair core",,Acceptable,Outstanding,Exceeds Expectations,22,Seeker,-90,5,Yes,Yes,Firebolt,456,28,5
Ron Brown,Hufflepuff,2,"10 inches, oak, dragon heartstring core",Muggle Born,Exceeds Expectations,Exceeds Expectations,Acceptable,23,Chaser,53,5,No,,"Marauder's Map, Extendable Ears",326,72,10
Ron Malfoy,,6,"10 inches, oak, dragon heartstring core",Toad,Outstanding,Acceptable,Outstanding,18,Seeker,-37,0,Yes,No,Firebolt,351,39,6
,Ravenclaw,3,"11 inches, holly, phoenix feather core",Cat,Exceeds Expectations,Exceeds Expectations,Poor,9,Chaser,-90,2,Yes,Yes,Time-Turner,466,56,3
,Hufflepuff,3,"11 inches, holly, phoenix feather core",Cat,Acceptable,Exceeds Expectations,Outstanding,11,Seeker,155,5,Yes,Yes,Invisibility Cloak,133,33,1
,Gryffindor,3,"11 inches, holly, phoenix feather core",Muggle Born,Poor,Exceeds Expectations,Poor,28,Seeker,95,0,No,Yes,Firebolt,162,90,0
Cho Finnigan,SLYTHERIN,1,"9 inches, elm, veela hair core",,Poor,Poor,Outstanding,20,Beater,-5,4,Yes,Yes,Sneakoscope,349,77,0
Susan Bones,Ravenclaw,3,"10 inches, oak, dragon heartstring core",,Poor,Outstanding,Poor,5,Beater,50,1,Yes,Yes,Firebolt,189,71,4
Blaise Finnigan,,1,"9 inches, elm, veela hair core",Toad,Poor,Poor,Poor,6,Chaser,35,0,No,No,"Extendable Ears, Invisibility Cloak, Marauder's Map",272,59,0
Blaise Potter,Gryffindor,3,"10 inches, oak, dragon heartstring core",Toad,Outstanding,Acceptable,Poor,8,Keeper,-63,4,No,No,"Firebolt, Marauder's Map, Invisibility Cloak",42,28,9
,Hufflepuff,3,"9 inches, elm, veela hair core",Cat,Poor,Exceeds Expectations,Poor,28,Seeker,47,0,Yes,No,Sneakoscope,246,51,1
,Gryffindor,2,"11 inches, holly, phoenix feather core",Dragon,Acceptable,Outstanding,Poor,26,Chaser,-34,0,No,No,"Firebolt, Time-Turner, Invisibility Cloak",188,34,10
Lavender Malfoay,GRYFFINDOR,4,"11 inches, holly, phoenix feather core",Owl,Poor,Poor,Acceptable,14,,-76,2,No,No,Firebolt,240,85,2
Angelina Zabini,Ravenclaw,6,"9 inches, elm, veela hair core",Dragon,Outstanding,Outstanding,Outstanding,19,Beater,-98,5,No,Yes,Invisibility Cloak,109,49,4
,HUFFLEPUFF,3,"11 inches, holly, phoenix feather core",Cat,Exceeds Expectations,Poor,Exceeds Expectations,26,Keeper,175,3,No,No,Invisibility Cloak,326,40,9
Angelina Brown,Ravenclaw,3,"10 inches, oak, dragon heartstring core",Dragon,Poor,Outstanding,Exceeds Expectations,25,Seeker,-17,2,Yes,No,"Time-Turner, Sneakoscope",19,98,8
