Student Name,House,Year,Wand Type,Pet,Potions Grade,Defense Against the Dark Arts Grade,Transfiguration Grade,Spells Learned,Quidditch Position,Points Earned for House,Detentions,Participation in Dueling Club,Triwizard Tournament Involvement,Items Owned,Knuts Spent in Hogsmeade,Attendance at Classes,Magical Accidents
Neville Johnson,Ravenclaw,4,"10 inches, oak, dragon heartstring core",,Acceptable,Exceeds Expectations,Acceptable,12,Chaser,92,5,No,,Sneakoscope,465,52,7
,Gryffindor,5,"12 inches, yew, unicorn hair core",Owl,Outstanding,Exceeds Expectations,Exceeds Expectations,14,Keeper,160,0,No,,"Firebolt, Time-Turner, Marauder's Map",259,83,2
,Hufflepuff,7,"11 inches, holly, phoenix feather core",Muggle Born,Acceptable,Outstanding,Acceptable,14,,-52,2,No,,"Firebolt, Time-Turner, Invisibility Cloak",336,76,7
George Boot,Ravenclaw,1,"10 inches, oak, dragon heartstring core",Muggle Born,Outstanding,Acceptable,Acceptable,16,Beater,103,2,No,Yes,Firebolt,384,26,3
Pansy Zabini,Slytherin,7,"11 inches, holly, phoenix feather core",Toad,Poor,Outstanding,Exceeds Expectations,15,,113,5,Yes,Yes,Sneakoscope,267,62,4
Pansy Diggory,Hufflepuff,7,"9 inches, elm, veela hair core",Cat,Acceptable,Outstanding,Exceeds Expectations,15,Seeker,-74,2,No,No,"Marauder's Map, Invisibility Cloak, Time-Turner",397,87,3
Alicia Zabini,Slytherin,5,"12 inches, yew, unicorn hair core",Dragon,Exceeds Expectations,Poor,Outstanding,9,Seeker,113,3,Yes,Yes,"Invisibility Cloak, Sneakoscope, Marauder's Map",180,85,1
,Hufflepuff,3,"9 inches, elm, veela hair core",Cat,Poor,Acceptable,Outstanding,17,Chaser,-11,4,No,Yes,"Sneakoscope, Time-Turner",430,38,0
,Gryffindor,6,"9 inches, elm, veela hair core",Toad,Exceeds Expectations,Poor,Outstanding,11,Seeker,-79,3,No,,Firebolt,56,71,3
Fred Bones,Gryffindor,7,"9 inches, elm, veela hair core",Muggle Born,Poor,Poor,Exceeds Expectations,7,Seeker,107,1,Yes,Yes,"Marauder's Map, Extendable Ears",418,42,9
Parvati Lovegood,Ravenclaw,3,"10 inches, oak, dragon heartstring core",,Outstanding,Outstanding,Outstanding,29,Keeper,71,5,Yes,,"Time-Turner, Extendable Ears",336,99,8
,Hufflepuff,7,"12 inches, yew, unicorn hair core",,Acceptable,Exceeds Expectations,Exceeds Expectations,25,Chaser,112,0,Yes,Yes,"Time-Turner, Extendable Ears",138,89,5
,Ravenclaw,2,"12 inches, yew, unicorn hair core",Dragon,Poor,Outstanding,Poor,11,Keeper,-30,2,Yes,No,"Sneakoscope, Marauder's Map",200,32,10
,Hufflepuff,7,"9 inches, elm, veela hair core",,Acceptable,Acceptable,Exceeds Expectations,15,,171,1,Yes,Yes,"Time-Turner, Invisibility Cloak",76,47,8
Hermione Boot,Hufflepuff,3,"9 inches, elm, veela hair core",Toad,Acceptable,Acceptable,Exceeds Expectations,7,,-37,5,No,No,Firebolt,287,73,8
Blaise Finnigan,SLYTHERIN,7,"11 inches, holly, phoenix feather core",Dragon,Poor,Exceeds Expectations,Exceeds Expectations,25,Seeker,-25,2,No,No,"Firebolt, Extendable Ears, Invisibility Cloak",46,68,1
LavendeTr Potter,Ravenclaw,4,"12 inches, yew, unicorn hair core",,Acceptable,Acceptable,Exceeds Expectations,8,,104,0,No,,Extendable Ears,69,81,10
,RAVENCLAW,4,"12 inches, yew, unicorn hair core",Muggle Born,Outstanding,Outstanding,Outstanding,23,,-68,2,Yes,Yes,"Time-Turner, Extendable Ears, Firebolt",249,50,7
,Slytherin,4,"9 inches, elm, veela hair core",Cat,Exceeds Expectations,Exceeds Expectations,Poor,29,Keeper,95,2,Yes,,Extendable Ears,330,59,4
Cedric DiMggory,Slytherin,2,"9 inches, elm, veela hair core",Dragon,Acceptable,Poor,Outstanding,21,Chaser,-79,1,Yes,,Extendable Ears,153,55,9
,HUFFLEPUFF,2,"12 inches, yew, unicorn hair core",Dragon,Outstanding,Outstanding,Exceeds Expectations,11,Kee)per,-90,0,Yes,No,"Invisibility Cloak, Marauder's Map",473,64,3
,Slytherin,7,"11 inches, holly, phoenix feather core",Dragon,Poor,Outstanding,Exceeds Expectations,26,Keeper,-13,4,Yes,,Firebolt,153,54,3
Neville Longbottom,Gryffindor,6,"9 inches, elm, veela hair core",Dragon,Acceptable,Exceeds Expectations,Outstanding,16,Chaser,187,3,Yes,Yes,Sneakoscope,345,57,2
Cho Malfoy,Ravenclaw,1,"9 inches, elm, veela hair core",,Poor,Exceeds Expectations,Outstanding,24,,-60,3,Yes,Yes,"Marauder's Map, Firebolt",242,65,2
,RAVENCLAW,3,"11 inches, holly, phoenix feather core",Cat,Outstanding,Acceptable,Exceeds Expectations,14,Seeker,195,1,Yes,No,"Marauder's Map, Invisibility Cloak",7,25,4
Seamus Boot,Gryffindor,1,"9 inches, elm, veela hair core",Muggle Born,Exceeds Expectations,Outstanding,Exceeds Expectations,13,Seeker,3,5,No,,Invisibility Cloak,213,36,3
,GRYFFINDOR,7,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Poor,Poor,18,,129,5,Yes,Yes,"Marauder's Map, Invisibility Cloak, Firebolt",293,70,5
Angelina Boot,HUFFLEPUFF,4,"10 inches, oak, dragon heartstring core",Toad,Acceptable,Acceptable,Exceeds Expectations,7,Keeper,152,0,No,Yes,Time-Turner,120,95,3
Draco Longbottom,Slytherin,7,"10 inches, oak, dragon heartstring core",Cat,Poor,Poor,Outstanding,10,Beater,-51,4,Yes,Yes,Invisibility Cloak,335,86,8
Harry Bones,Ravenclaw,1,"12 inches, yew, unicorn hair core",Owl,Acceptable,Exceeds Expectations,Poor,11,Beater,-46,2,No,Yes,"Firebolt, Extendable Ears",455,37,1
Katie Chang,Slytherin,5,"11 inches, holly, phoenix feather core",Cat,Acceptable,Outstanding,Outstanding,19,Keeper,150,1,No,,"Firebolt, Marauder's Map",152,27,7
Padma Malfoy,Gryffindor,4,"11 inches, holly, phoenix feather core",Muggle Born,Exceeds Expectations,Exceeds Expectations,Outstanding,25,Beater,143,4,No,No,"Time-Turner, Firebolt",167,88,7
Luna Finnigan,GRYFFINDOR,5,"12 inches, yew, unicorn hair core",,Acceptable,Outstanding,Outstanding,12,Seeker|,199,2,No,No,Time-Turner,421,80,1
Neville Potter,HUFFLEPUFF,2,"9 inches, elm, veela hair core",Cat,Outstanding,Exceeds Expectations,Outstanding,5,,-78,0,No,No,"Sneakoscope, Extendable Ears, Firebolt",116,66,6
Ginny Granger,Hufflepuff,3,"9 inches, elm, veela hair core",Muggle Born,Acceptable,Acceptable,Acceptable,9,Keeper,198,4,Yes,,"Marauder's Map, Invisibility Cloak",287,67,0
Lavender Bones,Slytherin,7,"9 inches, elm, veela hair core",,Exceeds Expectations,Exceeds Expectations,Outstanding,10,Beater,46,3,No,Yes,Time-Turner,208,66,5
Ron Longbottom,Ravenclaw,4,"9 inches, elm, veela hair core",Muggle Born,Poor,Outstanding,Exceeds Expectations,19,,174,1,No,Yes,Sneakoscope,56,78,6
Neville Parkinson,HUFFLEPUFF,7,"9 inches, elm, veela hair core",Dragon,Outstanding,Outstanding,Outstanding,21,Chaser,120,1,No,Yes,Firebolt,494,73,10
Ron Diggory,Gryffindor,2,"9 inches, elm, veela hair core",Dragon,Poor,Outstanding,Exceeds Expectations,12,,92,5,Yes,No,"Marauder's Map, Firebolt",389,39,7
Harry Bones,Slytherin,7,"9 inches, elm, veela hair core",Muggle Born,Poor,Poor,Poor,21,Seeker,-80,3,Yes,Yes,"Firebolt, Extendable Ears, Time-Turner",181,36,1
Alicia Parkinson,Ravenclaw,4,"11 inches, holly, phoenix feather core",,Outstanding,Acceptable,Outstanding,12,Beater/,159,5,Yes,No,"Time-Turner, Invisibility Cloak, Firebolt",241,86,10
,SLYTHERIN,4,"11 inches, holly, phoenix feather core",Muggle Born,Acceptable,Poor,Exceeds Expectations,24,Seek$er,-99,0,Yes,Yes,Invisibility Cloak,21,57,10
,Slytherin,4,"10 inches, oak, dragon heartstring core",Muggle Born,Acceptable,Exceeds Expectations,Acceptable,26,,-81,2,Yes,Yes,"Extendable Ears, Time-Turner",416,42,1
,GRYFFINDOR,4,"11 inches, holly, phoenix feather core",,Poor,Outstanding,Acceptable,7,Seeker,173,5,No,No,"Sneakoscope, Time-Turner",229,97,3
,Slytherin,7,"10 inches, oak, dragon heartstring core",Cat,Acceptable,Acceptable,Outstanding,29,Beater,-93,3,No,Yes,Firebolt,184,75,3
Seamus Lovegood,HUFFLEPUFF,6,"10 inches, oak, dragon heartstring core",Toad,Acceptable,Acceptable,Acceptable,16,,106,1,Yes,No,"Marauder's Map, Firebolt, Sneakoscope",452,79,10
Ginny Diggory,HUFFLEPUFF,1,"11 inches, holly, phoenix feather core",Cat,,Outstanding,Outstanding,26,Seeker,-90,4,No,,Time-Turner,324,55,9
Angelina Bones,Hufflepuff,1,"9 inches, elm, veela hair core",Toad,Acceptable,Outstanding,Outstanding,14,Beater,9,1,Yes,Yes,Marauder's Map,285,44,2
Pansy Fbinnigan,Slytherin,6,"10 inches, oak, dragon heartstring core",,Poor,Acceptable,Outstanding,12,Keeper,60,4,No,,"Extendable Ears, Firebolt",500,30,3
Hermione Chang,Slytherin,2,"12 inches, yew, unicorn hair core",Cat,Acceptable,Exceeds Expectations,Exceeds Expectations,10,Keeper,153,5,No,,"Time-Turner, Marauder's Map",54,80,8
,Gryffindor,6,"9 inches, elm, veela hair core",Muggle Born,Acceptable,Poor,Exceeds Expectations,22,Beater,76,5,No,Yes,Marauder's Map,21,52,2
,RAVENCLAW,3,"12 inches, yew, unicorn hair core",,Poor,Poor,Poor,19,Beater,147,4,Yes,Yes,"Marauder's Map, Sneakoscope",33,93,3
GeorgUe Diggory,Ravenclaw,5,"10 inches, oak, dragon heartstring core",Dragon,Acceptable,Acceptable,Exceeds Expectations,11,Seeker,-44,0,Yes,No,"Sneakoscope, Firebolt",157,31,1
Alicia Bones,GRYFFINDOR,1,"12 inches, yew, unicorn hair core",,Outstanding,Exceeds Expectations,Poor,14,,-82,0,No,No,"Invisibility Cloak, Time-Turner",386,81,6
,Hufflepuff,5,"12 inches, yew, unicorn hair core",Cat,Acceptable,Poor,Exceeds Expectations,26,,-70,1,Yes,No,"Firebolt, Invisibility Cloak",147,83,4
Alicia Bell,GRYFFINDOR,2,"10 inches, oak, dragon heartstring core",Muggle Born,Outstanding,Acceptable,Acceptable,6,Keeper,-62,4,No,No,Sneakoscope,270,60,0
Padma Lovegood,Hufflepuff,7,"10 inches, oak, dragon heartstring core",Cat,Exceeds Expectations,Exceeds Expectations,Poor,22,Chaser,-91,2,Yes,No,"Extendable Ears, Invisibility Cloak, Time-Turner",102,73,6
Susan Bones,Hufflepuff,2,"12 inches, yew, unicorn hair core",,Exceeds Expectations,Acceptable,Outstanding,29,Seeker,-40,1,Yes,Yes,"Invisibility Cloak, Firebolt, Extendable Ears",311,70,6
Pansy Bones,RAVENCLAW,1,"10 inches, oak, dragon heartstring core",Dragon,Acceptable,Exceeds Expectations,Poor,6,,-3,2,Yes,No,Firebolt,428,67,7
Pansy Chang,Gryffindor,3,"10 inches, oak, dragon heartstring core",Cat,,Outstanding,Outstanding,16,Chaser,42,1,No,Yes,"Invisibility Cloak, Marauder's Map",128,29,9
Terry Bones,Gryffindor,7,"10 inches, oak, dragon heartstring core",Owl,Outstanding,Acceptable,Outstanding,19,,-19,5,Yes,Yes,Firebolt,206,83,5
,HUFFLEPUFF,3,"11 inches, holly, phoenix feather core",Cat,Outstanding,Outstanding,Acceptable,17,,-5,1,No,Yes,"Firebolt, Sneakoscope",230,31,0
Angelina Potter,Hufflepuff,2,"11 inches, holly, phoenix feather core",,Outstanding,Acceptable,Poor,27,,127,3,Yes,No,Extendable Ears,398,72,7
Pansy Bones,Gryffindor,4,"10 inches, oak, dragon heartstring core",Toad,Exceeds Expectations,Exceeds Expectations,Exceeds Expectations,5,Beater,110,0,No,Yes,"Time-Turner, Extendable Ears",58,50,9
Pansy Patil,Ravenclaw,2,"10 inches, oak, dragon heartstring core",Owl,Acceptable,Poor,Acceptable,7,,-95,1,No,No,Extendable Ears,0,41,0
,Gryffindor,7,"10 inches, oak, dragon heartstring core",Cat,,Exceeds Expectations,Acceptable,14,Beater,91,0,Yes,No,Sneakoscope,107,72,5
,Gryffindor,3,"12 inches, yew, unicorn hair core",Toad,Exceeds Expectations,Exceeds Expectations,Outstanding,21,,128,1,Yes,,Invisibility Cloak,52,25,3
Angelina Spinnet,Hufflepuff,5,"9 inches, elm, veela hair core",Muggle Born,Outstanding,Acceptable,Exceeds Expectations,19,Keeper,169,3,No,No,"Time-Turner, Marauder's Map, Extendable Ears",323,91,5
Susan Spiennet,Hufflepuff,7,"11 inches, holly, phoenix feather core",Cat,Outstanding,Outstanding,Exceeds Expectations,30,Beater,43,5,Yes,Yes,"Extendable Ears, Invisibility Cloak",183,72,3
,Gryffindor,5,"10 inches, oak, dragon heartstring core",Cat,Outstanding,Poor,Exceeds Expectations,12,Chaser,-79,1,No,No,"Time-Turner, Firebolt, Sneakoscope",72,25,8
Pansy Thomas,Slytherin,5,"10 inches, oak, dragon heartstring core",Muggle Born,Acceptable,Poor,Exceeds Expectations,10,Seeker,70,0,Yes,Yes,"Marauder's Map, Sneakoscope",59,82,2
,Gryffindor,7,"11 inches, holly, phoenix feather core",Dragon,Poor,Exceeds Expectations,Acceptable,7,,-13,3,No,Yes,Marauder's Map,47,27,6
,Slytherin,2,"10 inches, oak, dragon heartstring core",Toad,Poor,Poor,Exceeds Expectations,23,,-52,3,No,,"Invisibility Cloak, Time-Turner",322,43,7
,HUFFLEPUFF,7,"9 inches, elm, veela hair core",Muggle Born,Poor,Exceeds Expectations,Acceptable,10,Chaser,23,2,Yes,No,Sneakoscope,265,29,10
SuMsan Boot,Ravenclaw,3,"11 inches, holly, phoenix feather core",Toad,Acceptable,Acceptable,Exceeds Expectations,19,Keeper,119,0,No,Yes,Marauder's Map,368,85,7
,Ravenclaw,6,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Exceeds Expectations,Acceptable,5,Beater,137,5,Yes,,"Marauder's Map, Invisibility Cloak",457,90,5
,Gryffindor,6,"9 inches, elm, veela hair core",Cat,Acceptable,Exceeds Expectations,Exceeds Expectations,13,Beater,-27,4,No,Yes,Time-Turner,256,87,7
Luna Patil,Gryffindor,3,"9 inches, elm, veela hair core",,Outstanding,Outstanding,Exceeds Expectations,28,,70,0,No,Yes,Marauder's Map,3,79,0
Lavender Zabini,Ravenclaw,2,"11 inches, holly, phoenix feather core",,Acceptable,Acceptable,Outstanding,10,Keeper,-31,0,No,,"Marauder's Map, Sneakoscope",441,96,6
Parvati Johnson,GRYFFINDOR,1,"11 inches, holly, phoenix feather core",Muggle Born,Acceptable,Poor,Outstanding,20,Seeker!,97,5,Yes,No,"Invisibility Cloak, Marauder's Map",61,63,7
Alicia Diggory,Slytherin,3,"12 inches, yew, unicorn hair core",Owl,Acceptable,Outstanding,Exceeds Expectations,19,Keeper,-49,4,Yes,Yes,"Extendable Ears, Marauder's Map",54,37,5
Luzna Brown,Gryffindor,3,"12 inches, yew, unicorn hair core",,Poor,Acceptable,Acceptable,7,Seeker,77,5,Yes,Yes,Extendable Ears,473,98,4
Fred Granger,Ravenclaw,4,"9 inches, elm, veela hair core",,Poor,Outstanding,Exceeds Expectations,7,,130,1,No,Yes,Firebolt,125,91,10
,HUFFLEPUFF,3,"9 inches, elm, veela hair core",,Acceptable,Acceptable,Acceptable,15,Beater,44,4,Yes,No,"Extendable Ears, Invisibility Cloak",281,80,9
,Hufflepuff,4,"11 inches, holly, phoenix feather core",Owl,Exceeds Expectations,Outstanding,Outstanding,14,Seeker,-12,0,Yes,Yes,Sneakoscope,79,81,8
Katie Lovegood,Hufflepuff,6,"9 inches, elm, veela hair core",Cat,Outstanding,Outstanding,Exceeds Expectations,20,K}eeper,82,3,No,No,"Marauder's Map, Invisibility Cloak, Extendable Ears",318,58,1
Harry Thomas,HUFFLEPUFF,1,"10 inches, oak, dragon heartstring core",Muggle Born,Exceeds Expectations,Acceptable,Outstanding,28,,98,0,No,No,Marauder's Map,317,40,2
,RAVENCLAW,2,"11 inches, holly, phoenix feather core",Muggle Born,Acceptable,Acceptable,Exceeds Expectations,5,Keeper,69,2,No,No,"Sneakoscope, Time-Turner",255,82,4
Padma Potter,Ravenclaw,7,"12 inches, yew, unicorn hair core",Dragon,Exceeds Expectations,Poor,Outstanding,7,Beater,101,2,Yes,No,"Firebolt, Marauder's Map, Invisibility Cloak",365,73,4
Ginny Patil,Slytherin,2,"11 inches, holly, phoenix feather core",Toad,Exceeds Expectations,Acceptable,Acceptable,13,Beater,-27,3,No,,"Sneakoscope, Firebolt",420,97,6
Ginny Malfoy,SLYTHERIN,4,"11 inches, holly, phoenix feather core",,Outstanding,Exceeds Expectations,Outstanding,12,Beat(er,127,2,Yes,,"Sneakoscope, Marauder's Map",231,97,4
,Slytherin,3,"11 inches, holly, phoenix feather core",Dragon,Acceptable,Outstanding,Acceptable,28,Beater,18,2,Yes,No,"Firebolt, Time-Turner",70,40,10
Cho Parkinson,Slytherin,1,"10 inches, oak, dragon heartstring core",Cat,Exceeds Expectations,Outstanding,Acceptable,23,Seeker`,134,4,No,No,"Invisibility Cloak, Time-Turner, Extendable Ears",71,31,7
Luna Boot,Gryffindor,5,"12 inches, yew, unicorn hair core",Muggle Born,Exceeds Expectations,Acceptable,Exceeds Expectations,14,Ch]aser,-48,5,Yes,Yes,Firebolt,235,78,8
Terry Parkinson,Slytherin,4,"12 inches, yew, unicorn hair core",Owl,Poor,Acceptable,Poor,22,Keeper,129,4,No,No,"Extendable Ears, Marauder's Map",459,34,2
Blaise Potter,Gryffindor,7,"10 inches, oak, dragon heartstring core",,Poor,Acceptable,Acceptable,18,Seeker,182,4,Yes,No,"Marauder's Map, Invisibility Cloak, Firebolt",418,93,9
,Gryffindor,6,"10 inches, oak, dragon heartstring core",Owl,Acceptable,Acceptable,Exceeds Expectations,18,Keeper,16,1,Yes,No,Extendable Ears,255,83,2
Katie Zabini,Slytherin,2,"9 inches, elm, veela hair core",Cat,Poor,Outstanding,Poor,9,Chaser,172,3,Yes,Yes,"Invisibility Cloak, Sneakoscope, Marauder's Map",109,68,2
,Ravenclaw,2,"12 inches, yew, unicorn hair core",Toad,Acceptable,Outstanding,Exceeds Expectations,7,Seeker,-39,4,No,Yes,"Invisibility Cloak, Sneakoscope",425,84,5
,Gryffindor,7,"10 inches, oak, dragon heartstring core",,Poor,Exceeds Expectations,Acceptable,26,Keeper,36,3,Yes,No,"Invisibility Cloak, Marauder's Map",244,90,3
Angelina Spinnet,RAVENCLAW,1,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Acceptable,Exceeds Expectations,5,Keeper,195,1,Yes,,"Invisibility Cloak, Firebolt, Time-Turner",93,82,8
,Slytherin,2,"10 inches, oak, dragon heartstring core",Cat,Poor,Outstanding,Outstanding,28,Chaser,109,5,No,No,"Time-Turner, Extendable Ears",295,43,5
,Gryffindor,5,"9 inches, elm, veela hair core",Dragon,Acceptable,Exceeds Expectations,Exceeds Expectations,30,Seeker,21,4,Yes,,"Invisibility Cloak, Marauder's Map, Firebolt",81,61,0
Terry Malfoy,Hufflepuff,4,"12 inches, yew, unicorn hair core",Owl,Poor,Exceeds Expectations,Exceeds Expectations,21,Seeker,200,4,Yes,No,Invisibility Cloak,323,74,4
Terry Zabini,Hufflepuff,4,"12 inches, yew, unicorn hair core",Dragon,Poor,Poor,Poor,16,Beater,122,3,Yes,Yes,"Extendable Ears, Sneakoscope, Marauder's Map",111,29,3
Katie Chang,HUFFLEPUFF,6,"12 inches, yew, unicorn hair core",Toad,,Poor,Acceptable,7,Keeper,150,1,Yes,,"Sneakoscope, Invisibility Cloak, Marauder's Map",333,32,1
,Ravenclaw,3,"12 inches, yew, unicorn hair core",Muggle Born,Acceptable,Outstanding,Exceeds Expectations,17,Beater,119,3,Yes,Yes,"Extendable Ears, Sneakoscope, Time-Turner",281,68,4
Fred Chang,Gryffindor,1,"10 inches, oak, dragon heartstring core",Toad,Outstanding,Exceeds Expectations,Poor,13,,159,1,No,,"Marauder's Map, Invisibility Cloak, Sneakoscope",458,52,0
Ron Thomas,RAVENCLAW,1,"11 inches, holly, phoenix feather core",Toad,Exceeds Expectations,Outstanding,Poor,11,Beater,130,2,Yes,Yes,Marauder's Map,288,47,5
,SLYTHERIN,7,"10 inches, oak, dragon heartstring core",Toad,Outstanding,Exceeds Expectations,Acceptable,28,Chaser,126,4,No,Yes,"Marauder's Map, Sneakoscope, Firebolt",17,81,9
,GRYFFINDOR,1,"9 inches, elm, veela hair core",Toad,Acceptable,Acceptable,Outstanding,18,Beater,168,2,No,No,"Sneakoscope, Marauder's Map, Firebolt",320,27,9
Ginny Patil,Hufflepuff,7,"12 inches, yew, unicorn hair core",,Outstanding,Acceptable,Poor,22,Seeker,155,1,Yes,Yes,"Invisibility Cloak, Firebolt, Marauder's Map",377,93,2
Cedric Granger,Slytherin,3,"11 inches, holly, phoenix feather core",Owl,Exceeds Expectations,Outstanding,Poor,14,Keeper,51,2,No,No,"Sneakoscope, Extendable Ears",252,64,7
Draco Patil,HUFFLEPUFF,5,"11 inches, holly, phoenix feather core",,Acceptable,Outstanding,Exceeds Expectations,27,Seeker,142,0,Yes,Yes,"Invisibility Cloak, Time-Turner",102,28,6
Lavender Granger,Hufflepuff,5,"12 inches, yew, unicorn hair core",Toad,Exceeds Expectations,Outstanding,Exceeds Expectations,21,,146,2,No,No,"Sneakoscope, Invisibility Cloak",392,93,8
Terry Bell,Ravenclaw,2,"9 inches, elm, veela hair core",Dragon,Outstanding,Exceeds Expectations,Outstanding,30,Keeper,-99,5,No,No,"Sneakoscope, Time-Turner",77,50,4
SeamusV Malfoy,Slytherin,7,"11 inches, holly, phoenix feather core",,Outstanding,Exceeds Expectations,Outstanding,26,Beater,4,3,Yes,No,"Firebolt, Marauder's Map",387,32,1
,Gryffindor,1,"10 inches, oak, dragon heartstring core",Dragon,Acceptable,Exceeds Expectations,Acceptable,21,Seeker,166,1,No,Yes,"Marauder's Map, Sneakoscope",352,90,3
,Gryffindor,7,"12 inches, yew, unicorn hair core",Toad,Exceeds Expectations,Acceptable,Outstanding,24,Chas@er,-55,0,No,,Firebolt,465,59,9
Ginny Brown,RAVENCLAW,4,"9 inches, elm, veela hair core",Dragon,Acceptable,Poor,Acceptable,27,Keeper,54,0,No,Yes,"Extendable Ears, Sneakoscope, Marauder's Map",321,47,7
Susan Thomas,GRYFFINDOR,7,"11 inches, holly, phoenix feather core",Dragon,Poor,Poor,Exceeds Expectations,14,Chaser,15,1,No,No,"Invisibility Cloak, Extendable Ears",137,95,1
Blaise Diggory,RAVENCLAW,2,"9 inches, elm, veela hair core",Toad,Poor,Exceeds Expectations,Outstanding,24,,172,4,No,No,"Extendable Ears, Sneakoscope",158,33,1
Susan Weasley,Ravenclaw,7,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Exceeds Expectations,Exceeds Expectations,6,Beater,-41,3,No,Yes,"Sneakoscope, Invisibility Cloak",65,91,0
Angelina Bones,Slytherin,4,"11 inches, holly, phoenix feather core",Toad,,Exceeds Expectations,Acceptable,9,Seeker,112,4,Yes,Yes,Firebolt,388,95,6
,Slytherin,1,"12 inches, yew, unicorn hair core",Owl,Poor,Poor,Acceptable,24,Chaser,124,3,Yes,,Invisibility Cloak,68,32,8
,Gryffindor,4,"9 inches, elm, veela hair core",Dragon,Acceptable,Acceptable,Outstanding,10,Beater,14,4,No,Yes,"Invisibility Cloak, Time-Turner, Firebolt",281,66,7
Draco Granger,Slytherin,4,"11 inches, holly, phoenix feather core",Cat,Exceeds Expectations,Acceptable,Poor,11,Seeker,-37,4,No,,Time-Turner,236,72,4
Susan Longbottom,Gryffindor,6,"11 inches, holly, phoenix feather core",Owl,Acceptable,Acceptable,Poor,27,Chaser,74,4,Yes,Yes,Marauder's Map,221,45,0
Parvati Brown,Ravenclaw,2,"10 inches, oak, dragon heartstring core",,Outstanding,Poor,Poor,14,Keeper,-78,1,Yes,No,"Invisibility Cloak, Sneakoscope",411,77,5
,Slytherin,4,"12 inches, yew, unicorn hair core",Toad,Outstanding,Acceptable,Poor,27,,-54,4,No,Yes,Time-Turner,426,46,1
,Hufflepuff,4,"12 inches, yew, unicorn hair core",,Poor,Outstanding,Exceeds Expectations,6,,17,0,No,Yes,"Firebolt, Extendable Ears, Sneakoscope",494,31,1
Susan Malfoy,Hufflepuff,2,"10 inches, oak, dragon heartstring core",Dragon,Outstanding,Outstanding,Exceeds Expectations,30,Chaser,41,5,No,No,"Marauder's Map, Time-Turner",489,97,4
George Spinnet,Ravenclaw,7,"11 inches, holly, phoenix feather core",Owl,Poor,Acceptable,Outstanding,26,Keeper,-60,3,No,No,"Sneakoscope, Time-Turner, Marauder's Map",335,57,9
,Gryffindor,2,"10 inches, oak, dragon heartstring core",,Outstanding,Outstanding,Exceeds Expectations,30,Seeker,-26,4,No,Yes,"Time-Turner, Sneakoscope",14,28,0
Cho Bones,SLYTHERIN,2,"9 inches, elm, veela hair core",Owl,Exceeds Expectations,Acceptable,Exceeds Expectations,13,Beater,4,1,Yes,No,"Sneakoscope, Firebolt, Time-Turner",471,59,3
Neville Finnigan,Gryffindor,2,"9 inches, elm, veela hair core",Cat,Poor,Exceeds Expectations,Outstanding,21,Chaser,51,3,No,Yes,"Marauder's Map, Sneakoscope",129,38,9
Susan Diggory,Hufflepuff,1,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Exceeds Expectations,Poor,14,Keeper,132,2,Yes,,"Firebolt, Time-Turner, Marauder's Map",315,28,5
Ginny Chang,Hufflepuff,7,"9 inches, elm, veela hair core",,Outstanding,Exceeds Expectations,Acceptable,26,,200,1,No,No,Extendable Ears,33,36,1
,Gryffindor,1,"11 inches, holly, phoenix feather core",Muggle Born,Outstanding,Exceeds Expectations,Acceptable,24,Beater,-9,4,Yes,Yes,"Sneakoscope, Invisibility Cloak",406,88,9
,Ravenclaw,4,"9 inches, elm, veela hair core",Muggle Born,Outstanding,Exceeds Expectations,Exceeds Expectations,15,Seeker,130,2,Yes,Yes,Extendable Ears,468,36,10
Lavender Boot,Gryffindor,7,"12 inches, yew, unicorn hair core",Muggle Born,Poor,Poor,Poor,24,Seeker,-16,5,Yes,,Time-Turner,473,94,7
,,6,"10 inches, oak, dragon heartstring core",Dragon,Acceptable,Outstanding,Outstanding,19,Keeper,-15,5,Yes,,Sneakoscope,345,84,1
,Ravenclaw,6,"10 inches, oak, dragon heartstring core",Cat,Exceeds Expectations,Acceptable,Exceeds Expectations,30,Keeper,-30,2,No,No,"Extendable Ears, Marauder's Map, Time-Turner",387,63,9
Katie Spinnet,Ravenclaw,3,"11 inches, holly, phoenix feather core",Muggle Born,Exceeds Expectations,Exceeds Expectations,Acceptable,17,,127,4,Yes,Yes,"Firebolt, Invisibility Cloak",13,93,2
Dean aZabini,Slytherin,2,"10 inches, oak, dragon heartstring core",,Acceptable,Exceeds Expectations,Outstanding,11,Chaser,-35,0,No,No,"Time-Turner, Marauder's Map, Firebolt",238,71,8
Hermione Diggory,Ravenclaw,1,"9 inches, elm, veela hair core",,,Outstanding,Poor,19,,166,0,No,Yes,"Invisibility Cloak, Firebolt, Extendable Ears",263,94,4
Angelina Lovegood,RAVENCLAW,5,"11 inches, holly, phoenix feather core",,Poor,Poor,Poor,8,Seeker,8,0,Yes,Yes,"Invisibility Cloak, Time-Turner",448,75,3
