Student Name,House,Year,Wand Type,Pet,Potions Grade,Defense Against the Dark Arts Grade,Transfiguration Grade,Spells Learned,Quidditch Position,Points Earned for House,Detentions,Participation in Dueling Club,Triwizard Tournament Involvement,Items Owned,Knuts Spent in Hogsmeade,Attendance at Classes,Magical Accidents
Padma Chang,Gryffindor,6,"10 inches, oak, dragon heartstring core",Cat,Outstanding,Outstanding,Poor,20,Chaser,-67,1,No,Yes,"Marauder's Map, Time-Turner, Sneakoscope",170,29,5
Parvati Lovegood,Hufflepuff,3,"11 inches, holly, phoenix feather core",Toad,Outstanding,Poor,Exceeds Expectations,28,Keepe'r,28,1,No,Yes,"Invisibility Cloak, Extendable Ears",347,30,10
NevKille Chang,Gryffindor,6,"9 inches, elm, veela hair core",Owl,Exceeds Expectations,Poor,Acceptable,28,Keeper,88,1,No,Yes,"Sneakoscope, Extendable Ears, Invisibility Cloak",485,79,8
Cedric Zabini,GRYFFINDOR,3,"11 inches, holly, phoenix feather core",Cat,Poor,Acceptable,Poor,27,Chaser,153,0,No,Yes,"Extendable Ears, Sneakoscope, Invisibility Cloak",224,45,9
,Ravenclaw,2,"10 inches, oak, dragon heartstring core",Toad,,Exceeds Expectations,Outstanding,13,Chaser,-77,2,Yes,No,"Invisibility Cloak, Firebolt",124,99,10
Blaise Parkinson,,3,"9 inches, elm, veela hair core",Muggle Born,Poor,Acceptable,Exceeds Expectations,20,Keeper,179,2,Yes,Yes,"Marauder's Map, Firebolt, Sneakoscope",449,34,2
Ginny Zabini,,7,"10 inches, oak, dragon heartstring core",Owl,Poor,Poor,Exceeds Expectations,19,Seeker,169,2,Yes,No,Sneakoscope,133,51,5
Blaise Parpkinson,Slytherin,6,"10 inches, oak, dragon heartstring core",,Acceptable,Exceeds Expectations,Poor,24,,5,5,Yes,No,"Extendable Ears, Marauder's Map",162,80,10
Draco Thomas,Slytherin,5,"12 inches, yew, unicorn hair core",Owl,Poor,Exceeds Expectations,Poor,6,,5,4,Yes,Yes,"Invisibility Cloak, Marauder's Map",302,56,0
Hermione Boot,Ravenclaw,7,"9 inches, elm, veela hair core",Cat,Acceptable,Poor,Exceeds Expectations,12,Beater,156,3,Yes,Yes,Sneakoscope,76,42,10
,RAVENCLAW,1,"12 inches, yew, unicorn hair core",Toad,Exceeds Expectations,Outstanding,Acceptable,28,Seeker,-93,5,No,Yes,"Firebolt, Time-Turner",190,92,3
,Slytherin,7,"11 inches, holly, phoenix feather core",Owl,Poor,Poor,Poor,30,,190,1,No,,"Sneakoscope, Firebolt, Time-Turner",203,84,7
Draco Diggory,,2,"11 inches, holly, phoenix feather core",Toad,Exceeds Expectations,Exceeds Expectations,Exceeds Expectations,5,Beate^r,32,2,Yes,,"Invisibility Cloak, Marauder's Map",279,73,10
Ron Diggory,,5,"9 inches, elm, veela hair core",Dragon,,Exceeds Expectations,Poor,17,Seeke~r,175,1,No,Yes,Sneakoscope,51,34,1
Alicia Brown,Hufflepuff,1,"10 inches, oak, dragon heartstring core",Cat,Poor,Exceeds Expectations,Exceeds Expectations,10,Chaser,-41,1,No,Yes,"Sneakoscope, Invisibility Cloak",114,71,4
,RAVENCLAW,6,"11 inches, holly, phoenix feather core",Cat,Exceeds Expectations,Poor,Exceeds Expectations,15,Chaser,190,2,No,Yes,"Time-Turner, Marauder's Map, Extendable Ears",280,47,10
Ron Bonoes,Hufflepuff,3,"11 inches, holly, phoenix feather core",,Exceeds Expectations,Poor,Exceeds Expectations,26,Seeker,200,0,No,No,"Time-Turner, Sneakoscope, Extendable Ears",416,75,8
Seamusa Chang,Slytherin,2,"11 inches, holly, phoenix feather core",Cat,Poor,Acceptable,Outstanding,14,Keeper,-36,2,Yes,Yes,"Firebolt, Invisibility Cloak, Extendable Ears",97,95,10
Katie Lovegood,Slytherin,3,"10 inches, oak, dragon heartstring core",Toad,Acceptable,Outstanding,Outstanding,22,Seek)er,1,4,Yes,Yes,"Invisibility Cloak, Firebolt",191,95,7
Draco Zabini,Gryffindor,2,"9 inches, elm, veela hair core",Toad,Outstanding,Exceeds Expectations,Exceeds Expectations,17,,176,1,No,Yes,Time-Turner,396,63,6
Hermione Bones,Gryffindor,4,"10 inches, oak, dragon heartstring core",Toad,Poor,Poor,Exceeds Expectations,20,Chaser,-4,0,No,Yes,"Invisibility Cloak, Firebolt",103,80,2
Louna Brown,RAVENCLAW,4,"12 inches, yew, unicorn hair core",Toad,Outstanding,Outstanding,Poor,8,Seeker,-59,1,Yes,Yes,Invisibility Cloak,70,77,0
Neville Brown,Ravenclaw,5,"9 inches, elm, veela hair core",,Outstanding,Exceeds Expectations,Exceeds Expectations,22,K(eeper,39,0,No,Yes,Marauder's Map,308,33,8
Parvati Longbottom,SLYTHERIN,3,"12 inches, yew, unicorn hair core",,Exceeds Expectations,Acceptable,Outstanding,28,Chaser,-27,3,No,No,Marauder's Map,287,56,6
Fred Finnigan,Ravenclaw,2,"11 inches, holly, phoenix feather core",Owl,Acceptable,Poor,Acceptable,13,,116,2,No,Yes,"Firebolt, Marauder's Map, Sneakoscope",238,67,5
Draco Weasley,Ravenclaw,4,"12 inches, yew, unicorn hair core",Toad,Poor,Outstanding,Poor,16,Keeper,-5,4,Yes,Yes,"Extendable Ears, Invisibility Cloak, Sneakoscope",428,56,8
Parvati Zabini,Hufflepuff,4,"11 inches, holly, phoenix feather core",Owl,Poor,Exceeds Expectations,Exceeds Expectations,20,Chaser,115,1,Yes,Yes,Extendable Ears,55,40,2
Fred Bones,Hufflepuff,3,"12 inches, yew, unicorn hair core",Owl,Acceptable,Outstanding,Outstanding,21,Chaser,65,4,Yes,Yes,"Invisibility Cloak, Time-Turner",281,48,4
,Ravenclaw,3,"12 inches, yew, unicorn hair core",Cat,Poor,Acceptable,Exceeds Expectations,21,Keeper,114,3,No,No,"Extendable Ears, Invisibility Cloak",17,97,5
Luna Weasley,Ravenclaw,2,"9 inches, elm, veela hair core",Dragon,Acceptable,Outstanding,Exceeds Expectations,7,Be}ater,99,3,No,No,"Sneakoscope, Invisibility Cloak",272,31,6
,Ravenclaw,4,"12 inches, yew, unicorn hair core",,,Exceeds Expectations,Exceeds Expectations,12,Kee^per,84,4,Yes,,"Invisibility Cloak, Time-Turner",86,32,1
Luna Patil,Ravenclaw,3,"11 inches, holly, phoenix feather core",,Outstanding,Acceptable,Exceeds Expectations,25,Chaser,-19,2,No,No,"Firebolt, Marauder's Map, Time-Turner",100,89,3
Terry Bones,,7,"10 inches, oak, dragon heartstring core",Cat,Acceptable,Outstanding,Outstanding,29,Beater,9,0,No,No,"Sneakoscope, Firebolt",462,51,0
Ginny Spinnet,GRYFFINDOR,4,"10 inches, oak, dragon heartstring core",,Poor,Exceeds Expectations,Acceptable,26,,4,5,Yes,No,"Marauder's Map, Sneakoscope",381,100,7
Draco Potter,Hufflepuff,2,"10 inches, oak, dragon heartstring core",Owl,Acceptable,Outstanding,Exceeds Expectations,6,Chaser,143,1,Yes,,Firebolt,42,34,7
Seamus Parkinson,Hufflepuff,1,"9 inches, elm, veela hair core",Muggle Born,Poor,Exceeds Expectations,Poor,22,Chaser,-31,2,Yes,Yes,"Sneakoscope, Firebolt",276,68,3
Hermione Malfoy,Gryffindor,7,"9 inches, elm, veela hair core",Muggle Born,Exceeds Expectations,Exceeds Expectations,Outstanding,24,Chaser,-30,5,Yes,No,"Time-Turner, Sneakoscope",459,85,7
Draco Patil,Ravenclaw,1,"9 inches, elm, veela hair core",Muggle Born,Exceeds Expectations,Outstanding,Outstanding,30,Keeper,-26,3,Yes,Yes,Firebolt,465,26,7
Draco Bell,Gryffindor,5,"11 inches, holly, phoenix feather core",Owl,Poor,Exceeds Expectations,Exceeds Expectations,21,Seeker,72,3,Yes,Yes,Invisibility Cloak,479,77,3
Blaise Diggorsy,HUFFLEPUFF,7,"11 inches, holly, phoenix feather core",Muggle Born,Exceeds Expectations,Exceeds Expectations,Poor,27,Chaser},45,2,No,,"Sneakoscope, Extendable Ears",386,34,3
,HUFFLEPUFF,1,"11 inches, holly, phoenix feather core",,Exceeds Expectations,Exceeds Expectations,Acceptable,28,Chaser,78,4,Yes,Yes,Time-Turner,382,67,10
Terry Thomas,Gryffindor,1,"10 inches, oak, dragon heartstring core",,Acceptable,Acceptable,Exceeds Expectations,14,Beater,93,0,Yes,Yes,"Marauder's Map, Sneakoscope, Extendable Ears",288,91,5
Katie Weasley,SLYTHERIN,1,"10 inches, oak, dragon heartstring core",Owl,Outstanding,Exceeds Expectations,Exceeds Expectations,13,Beater,198,1,No,No,Marauder's Map,223,37,4
Luna Parkinsond,Gryffindor,1,"9 inches, elm, veela hair core",,Outstanding,Outstanding,Exceeds Expectations,9,,34,5,Yes,No,Time-Turner,437,31,7
Neville Weasley,Hufflepuff,3,"12 inches, yew, unicorn hair core",Toad,,Exceeds Expectations,Acceptable,10,Beater,64,4,Yes,Yes,"Marauder's Map, Time-Turner, Extendable Ears",241,28,1
,RAVENCLAW,1,"11 inches, holly, phoenix feather core",,Poor,Acceptable,Exceeds Expectations,21,See_ker,-22,0,Yes,Yes,"Invisibility Cloak, Marauder's Map",165,25,7
Hermione Zabini,Slytherin,1,"11 inches, holly, phoenix feather core",Dragon,Exceeds Expectations,Acceptable,Acceptable,29,Beater,62,0,Yes,No,"Extendable Ears, Sneakoscope, Time-Turner",376,28,8
Ginny Johnson,SLYTHERIN,1,"9 inches, elm, veela hair core",Owl,Poor,Outstanding,Acceptable,26,Beater,-32,5,No,No,"Extendable Ears, Time-Turner, Invisibility Cloak",167,78,3
,Hufflepuff,7,"11 inches, holly, phoenix feather core",,Exceeds Expectations,Acceptable,Poor,13,Keeper,-90,0,No,No,"Time-Turner, Marauder's Map, Firebolt",71,55,8
Alicia Johnson,RAVENCLAW,7,"11 inches, holly, phoenix feather core",,Exceeds Expectations,Poor,Exceeds Expectations,27,Beater,5,3,Yes,No,"Firebolt, Marauder's Map, Extendable Ears",182,50,7
,HUFFLEPUFF,6,"10 inches, oak, dragon heartstring core",Owl,Poor,Exceeds Expectations,Acceptable,27,Chaser,183,1,Yes,No,"Firebolt, Marauder's Map",422,28,8
Parvati Thomas,,2,"9 inches, elm, veela hair core",,,Acceptable,Acceptable,15,Keeper,148,3,Yes,No,"Sneakoscope, Marauder's Map, Extendable Ears",427,35,8
,Ravenclaw,3,"12 inches, yew, unicorn hair core",Cat,Outstanding,Poor,Poor,26,Chaser,-40,0,Yes,Yes,"Time-Turner, Invisibility Cloak",245,76,8
Luna Bones,Ravenclaw,2,"11 inches, holly, phoenix feather core",,,Outstanding,Poor,19,,42,4,Yes,No,"Sneakoscope, Invisibility Cloak, Marauder's Map",120,51,9
Blaise Bell,Hufflepuff,4,"10 inches, oak, dragon heartstring core",Cat,Poor,Exceeds Expectations,Exceeds Expectations,13,,-20,5,No,No,"Marauder's Map, Firebolt",264,55,5
Parvati Parkinson,Hufflepuff,2,"9 inches, elm, veela hair core",,Outstanding,Exceeds Expectations,Acceptable,24,Keeper,194,2,Yes,Yes,"Sneakoscope, Marauder's Map, Extendable Ears",306,62,4
Luna Bones,Gryffindor,1,"12 inches, yew, unicorn hair core",Dragon,Poor,Acceptable,Acceptable,26,Beate%r,48,0,Yes,Yes,"Extendable Ears, Invisibility Cloak, Firebolt",260,38,10
Ginny Boot,Ravenclaw,4,"11 inches, holly, phoenix feather core",Cat,Acceptable,Outstanding,Outstanding,6,Chaser,199,2,Yes,No,"Invisibility Cloak, Firebolt",138,37,2
,Slytherin,7,"11 inches, holly, phoenix feather core",Cat,Acceptable,Acceptable,Outstanding,25,Beater,-19,1,No,No,"Marauder's Map, Sneakoscope, Extendable Ears",456,31,4
,Ravenclaw,3,"10 inches, oak, dragon heartstring core",Dragon,Outstanding,Acceptable,Poor,5,,119,1,Yes,Yes,Marauder's Map,2,61,1
Hermione Bell,Ravenclaw,5,"10 inches, oak, dragon heartstring core",,Exceeds Expectations,Outstanding,Outstanding,12,Beater,140,0,No,Yes,Invisibility Cloak,143,70,2
Blaise Boot,HUFFLEPUFF,4,"10 inches, oak, dragon heartstring core",Toad,Acceptable,Acceptable,Poor,12,Beater,122,2,No,No,"Sneakoscope, Invisibility Cloak",130,92,3
,Slytherin,7,"11 inches, holly, phoenix feather core",Dragon,Outstanding,Poor,Acceptable,18,Beater,-65,2,No,Yes,"Sneakoscope, Time-Turner",226,63,10
Angelina Boot,RAVENCLAW,4,"9 inches, elm, veela hair core",Cat,Exceeds Expectations,Outstanding,Outstanding,14,Keeper,96,1,Yes,No,"Sneakoscope, Firebolt, Extendable Ears",51,91,0
,Hufflepuff,4,"10 inches, oak, dragon heartstring core",Cat,Outstanding,Acceptable,Poor,12,Beate.r,-6,0,No,No,"Extendable Ears, Firebolt",392,37,8
Ayngelina Finnigan,HUFFLEPUFF,4,"10 inches, oak, dragon heartstring core",,Outstanding,Acceptable,Acceptable,5,Chaser,90,5,Yes,Yes,"Extendable Ears, Marauder's Map",488,50,10
Ron Johnson,Gryffindor,3,"12 inches, yew, unicorn hair core",Cat,Acceptable,Poor,Exceeds Expectations,27,Beater,38,5,No,Yes,Time-Turner,384,46,7
Hermione Bell,Ravenclaw,1,"9 inches, elm, veela hair core",Cat,Acceptable,Poor,Outstanding,6,Cha(ser,-17,1,Yes,Yes,"Firebolt, Time-Turner",79,27,4
Blaise Bell,RAVENCLAW,1,"10 inches, oak, dragon heartstring core",Dragon,Exceeds Expectations,Poor,Exceeds Expectations,29,,-52,2,No,Yes,Invisibility Cloak,352,81,8
,Slytherin,3,"11 inches, holly, phoenix feather core",Cat,Exceeds Expectations,Acceptable,Poor,24,Beater,56,3,No,Yes,"Marauder's Map, Sneakoscope",183,99,10
Ginny Jyohnson,Gryffindor,6,"9 inches, elm, veela hair core",Dragon,Exceeds Expectations,Exceeds Expectations,Acceptable,21,,160,5,No,Yes,"Marauder's Map, Invisibility Cloak, Sneakoscope",236,50,0
,GRYFFINDOR,2,"11 inches, holly, phoenix feather core",Dragon,Exceeds Expectations,Outstanding,Acceptable,26,Keeper,15,4,No,No,Time-Turner,161,70,3
Luna Spinnet,Hufflepuff,2,"10 inches, oak, dragon heartstring core",Owl,Poor,Poor,Acceptable,11,Chaser,15,1,Yes,Yes,"Firebolt, Invisibility Cloak, Marauder's Map",289,64,5
,SLYTHERIN,4,"12 inches, yew, unicorn hair core",Cat,Outstanding,Exceeds Expectations,Poor,7,Keeper,12,4,No,No,Sneakoscope,287,35,6
Hermione Spinnet,RAVENCLAW,2,"9 inches, elm, veela hair core",,Outstanding,Exceeds Expectations,Poor,10,Beater,13,2,Yes,No,Invisibility Cloak,398,81,5
Katie Potter,,4,"12 inches, yew, unicorn hair core",Dragon,Acceptable,Poor,Acceptable,5,,112,1,No,No,"Sneakoscope, Marauder's Map, Firebolt",123,94,8
,Gryffindor,5,"11 inches, holly, phoenix feather core",Toad,Outstanding,Acceptable,Acceptable,26,Keeper,101,1,Yes,No,Time-Turner,426,30,8
Dean Longbottom,Ravenclaw,6,"10 inches, oak, dragon heartstring core",Cat,Acceptable,Acceptable,Exceeds Expectations,15,Seeker,199,0,No,No,"Marauder's Map, Sneakoscope",293,78,1
Hermione Diggory,Ravenclaw,3,"9 inches, elm, veela hair core",Cat,Exceeds Expectations,Acceptable,Poor,14,,39,5,No,Yes,"Invisibility Cloak, Marauder's Map, Time-Turner",427,66,3
Luna Longbottom,Slytherin,7,"11 inches, holly, phoenix feather core",Muggle Born,Poor,Outstanding,Outstanding,29,Keeper,-14,2,No,Yes,"Extendable Ears, Invisibility Cloak, Firebolt",394,48,7
,Gryffindor,2,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Outstanding,Acceptable,6,Chaser,43,1,No,No,"Sneakoscope, Firebolt, Invisibility Cloak",1,80,5
,RAVENCLAW,5,"12 inches, yew, unicorn hair core",Dragon,Outstanding,Outstanding,Exceeds Expectations,18,Beater>,76,3,No,No,"Extendable Ears, Firebolt, Marauder's Map",116,58,0
LunaT Granger,,6,"11 inches, holly, phoenix feather core",Dragon,Acceptable,Poor,Poor,14,Seeker,16,2,No,Yes,"Marauder's Map, Invisibility Cloak",248,96,2
Blaise Bell,Ravenclaw,3,"10 inches, oak, dragon heartstring core",Toad,Outstanding,Acceptable,Acceptable,28,Keeper,54,1,Yes,No,"Time-Turner, Marauder's Map, Sneakoscope",275,33,1
Luna Brown,Ravenclaw,6,"12 inches, yew, unicorn hair core",Owl,Poor,Poor,Acceptable,19,Seeker,60,3,Yes,No,"Invisibility Cloak, Marauder's Map, Sneakoscope",231,100,0
Katie Spinnet,Slytherin,2,"11 inches, holly, phoenix feather core",,Exceeds Expectations,Exceeds Expectations,Outstanding,23,Seeker,50,3,No,No,Marauder's Map,424,63,10
Cedric Longbottom,Ravenclaw,5,"12 inches, yew, unicorn hair core",Toad,Acceptable,Acceptable,Exceeds Expectations,17,Beater,-68,0,Yes,No,Marauder's Map,308,95,5
Cho Potter,HUFFLEPUFF,2,"10 inches, oak, dragon heartstring core",Dragon,Exceeds Expectations,Outstanding,Poor,22,,84,4,No,Yes,Invisibility Cloak,171,44,5
Draco Patil,Slytherin,5,"10 inches, oak, dragon heartstring core",Dragon,Exceeds Expectations,Poor,Acceptable,23,Chaser,-63,5,No,No,"Time-Turner, Extendable Ears, Sneakoscope",474,60,4
Parvati Weasley,,2,"10 inches, oak, dragon heartstring core",Cat,Acceptable,Poor,Poor,30,Beater},170,2,No,Yes,"Firebolt, Extendable Ears, Invisibility Cloak",331,37,4
Luna Zabini,,5,"11 inches, holly, phoenix feather core",,Acceptable,Exceeds Expectations,Outstanding,24,Seeker,-56,5,Yes,No,"Invisibility Cloak, Firebolt, Time-Turner",472,60,4
Cho Weasley,Hufflepuff,5,"12 inches, yew, unicorn hair core",,Acceptable,Acceptable,Exceeds Expectations,12,Chaser,-67,5,No,No,Marauder's Map,367,97,3
Draco Thomas,Hufflepuff,5,"12 inches, yew, unicorn hair core",Dragon,Poor,Exceeds Expectations,Exceeds Expectations,24,Keeper,-17,0,Yes,Yes,"Invisibility Cloak, Time-Turner",203,80,4
Fred Finnigan,Hufflepuff,3,"10 inches, oak, dragon heartstring core",Dragon,Poor,Outstanding,Acceptable,20,,171,5,Yes,No,Invisibility Cloak,71,40,9
Blaise Boot,Ravenclaw,6,"12 inches, yew, unicorn hair core",Owl,Outstanding,Poor,Exceeds Expectations,17,Seeke<r,91,2,No,No,Extendable Ears,243,86,9
,Hufflepuff,1,"10 inches, oak, dragon heartstring core",Cat,Outstanding,Outstanding,Acceptable,19,Chaser,82,5,Yes,,"Marauder's Map, Time-Turner, Extendable Ears",320,57,7
PZarvati Brown,Gryffindor,7,"12 inches, yew, unicorn hair core",Muggle Born,Outstanding,Acceptable,Outstanding,10,Chaser,199,0,Yes,Yes,Marauder's Map,494,44,2
,Ravenclaw,2,"10 inches, oak, dragon heartstring core",Muggle Born,Exceeds Expectations,Poor,Poor,23,Chaser,51,5,No,Yes,"Firebolt, Invisibility Cloak",193,82,6
Harry Spinnet,RAVENCLAW,4,"9 inches, elm, veela hair core",Toad,Exceeds Expectations,Outstanding,Outstanding,18,,134,0,Yes,,"Sneakoscope, Marauder's Map, Time-Turner",430,95,5
,Slytherin,6,"12 inches, yew, unicorn hair core",Muggle Born,Acceptable,Acceptable,Poor,24,,176,0,No,Yes,Sneakoscope,398,39,10
Hermione Boobt,Hufflepuff,4,"9 inches, elm, veela hair core",Owl,Poor,Poor,Acceptable,20,Chaser,119,1,No,No,"Sneakoscope, Extendable Ears",81,100,1
Hermione Spinnet,RAVENCLAW,6,"9 inches, elm, veela hair core",,Outstanding,Poor,Outstanding,24,K^eeper,-92,3,Yes,No,Firebolt,483,47,10
,HUFFLEPUFF,4,"9 inches, elm, veela hair core",Dragon,Outstanding,Exceeds Expectations,Outstanding,9,K?eeper,-30,4,No,Yes,Time-Turner,101,40,3
Cho Malfoy,Hufflepuff,3,"11 inches, holly, phoenix feather core",Muggle Born,Acceptable,Acceptable,Acceptable,6,,-33,4,No,No,"Sneakoscope, Firebolt",93,29,2
,Ravenclaw,6,"12 inches, yew, unicorn hair core",Dragon,Acceptable,Poor,Exceeds Expectations,13,Keeper`,121,2,Yes,No,Time-Turner,167,85,8
Fred Granger,Hufflepuff,5,"10 inches, oak, dragon heartstring core",Owl,Exceeds Expectations,Poor,Exceeds Expectations,14,Kee[per,-54,5,Yes,No,"Sneakoscope, Time-Turner, Firebolt",276,94,5
,Ravenclaw,3,"9 inches, elm, veela hair core",,Acceptable,Outstanding,Acceptable,29,Chaser,124,1,Yes,Yes,"Time-Turner, Extendable Ears, Invisibility Cloak",370,45,2
Cho Granger,Hufflepuff,4,"9 inches, elm, veela hair core",Toad,Exceeds Expectations,Outstanding,Acceptable,19,Seeker,17,3,No,No,"Firebolt, Sneakoscope, Marauder's Map",140,50,5
Hermione Brown,Hufflepuff,4,"12 inches, yew, unicorn hair core",Owl,Outstanding,Poor,Exceeds Expectations,20,Keeper,37,2,Yes,Yes,Sneakoscope,404,50,4
,Slytherin,2,"9 inches, elm, veela hair core",,Exceeds Expectations,Exceeds Expectations,Poor,12,Beater,85,4,No,Yes,Invisibility Cloak,380,86,1
Susan Byones,GRYFFINDOR,1,"12 inches, yew, unicorn hair core",Cat,,Exceeds Expectations,Acceptable,24,Beater,10,2,Yes,No,"Extendable Ears, Marauder's Map, Invisibility Cloak",147,70,1
Alicia ChanXg,GRYFFINDOR,1,"12 inches, yew, unicorn hair core",Dragon,Poor,Exceeds Expectations,Outstanding,5,Seeker,43,4,Yes,No,"Invisibility Cloak, Marauder's Map",425,30,3
Puansy Bones,Ravenclaw,4,"11 inches, holly, phoenix feather core",Cat,Poor,Exceeds Expectations,Exceeds Expectations,28,Seeker,123,1,Yes,No,"Extendable Ears, Time-Turner, Invisibility Cloak",191,44,9
Cho Thomas,Slytherin,2,"9 inches, elm, veela hair core",Toad,Acceptable,Acceptable,Exceeds Expectations,19,Chaser,-44,3,Yes,No,"Sneakoscope, Extendable Ears, Firebolt",447,93,4
George Johnson,SLYTHERIN,5,"9 inches, elm, veela hair core",Owl,Acceptable,Poor,Outstanding,23,Chaser,144,2,Yes,No,"Sneakoscope, Firebolt",263,47,3
Angelina Thsomas,Hufflepuff,5,"11 inches, holly, phoenix feather core",,Outstanding,Outstanding,Exceeds Expectations,14,Chaser,-64,2,Yes,No,"Extendable Ears, Sneakoscope",212,38,5
,Slytherin,5,"10 inches, oak, dragon heartstring core",Owl,Outstanding,Acceptable,Acceptable,25,,93,4,Yes,Yes,Sneakoscope,318,72,7
Cho Patil,Ravenclaw,6,"10 inches, oak, dragon heartstring core",Dragon,Exceeds Expectations,Acceptable,Exceeds Expectations,8,Chaser,150,4,Yes,No,"Sneakoscope, Marauder's Map",239,94,8
Susan Patil,GRYFFINDOR,6,"11 inches, holly, phoenix feather core",,Acceptable,Poor,Outstanding,10,Seeker,140,3,No,No,Extendable Ears,191,30,0
Parvati Weasley,Hufflepuff,3,"11 inches, holly, phoenix feather core",,,Acceptable,Acceptable,12,Beater,137,3,No,No,"Marauder's Map, Invisibility Cloak",335,90,4
Ginny Potter,HUFFLEPUFF,2,"9 inches, elm, veela hair core",,Acceptable,Poor,Exceeds Expectations,21,Ke/eper,133,1,No,No,"Invisibility Cloak, Extendable Ears",362,51,5
Fred Chang,Hufflepuff,2,"11 inches, holly, phoenix feather core",Owl,Acceptable,Outstanding,Exceeds Expectations,16,Seeker,125,0,Yes,Yes,"Time-Turner, Extendable Ears",177,79,10
,Slytherin,3,"12 inches, yew, unicorn hair core",Muggle Born,Exceeds Expectations,Outstanding,Outstanding,13,Chaser,145,2,Yes,Yes,"Invisibility Cloak, Time-Turner",349,52,6
Hermione Thomas,Hufflepuff,4,"10 inches, oak, dragon heartstring core",Muggle Born,Exceeds Expectations,Outstanding,Exceeds Expectations,12,Keeper,-85,5,Yes,Yes,"Firebolt, Time-Turner, Marauder's Map",98,28,4
,Slytherin,4,"9 inches, elm, veela hair core",Dragon,,Outstanding,Poor,6,Keeper,91,5,No,,Time-Turner,281,32,2
Fred Potter,Gryffindor,7,"10 inches, oak, dragon heartstring core",Muggle Born,Poor,Poor,Outstanding,19,Chaser,118,0,Yes,Yes,Invisibility Cloak,254,72,6
Dean Malfoy,Hufflepuff,6,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Exceeds Expectations,Exceeds Expectations,14,Keeper,-72,4,No,Yes,"Sneakoscope, Invisibility Cloak",485,56,6
Lavender Parkinson,GRYFFINDOR,5,"10 inches, oak, dragon heartstring core",Toad,Poor,Acceptable,Exceeds Expectations,16,Keeper,-80,4,No,No,"Invisibility Cloak, Firebolt",112,90,6
AngelinaK Thomas,Gryffindor,5,"12 inches, yew, unicorn hair core",Toad,Poor,Poor,Outstanding,8,Beater,-42,2,No,No,Marauder's Map,78,84,8
,Ravenclaw,1,"11 inches, holly, phoenix feather core",,Acceptable,Poor,Outstanding,15,Beat`er,148,0,Yes,Yes,"Time-Turner, Firebolt, Marauder's Map",133,75,8
,Gryffindor,4,"12 inches, yew, unicorn hair core",Cat,,Exceeds Expectations,Exceeds Expectations,16,Seeker,48,2,Yes,No,Marauder's Map,322,82,10
,Slytherin,2,"12 inches, yew, unicorn hair core",Muggle Born,Outstanding,Outstanding,Outstanding,20,Chaser,-64,3,Yes,Yes,"Invisibility Cloak, Sneakoscope, Marauder's Map",157,81,2
Draco Boot,Hufflepuff,6,"9 inches, elm, veela hair core",Cat,Acceptable,Exceeds Expectations,Poor,29,Seeker;,72,2,No,Yes,"Sneakoscope, Invisibility Cloak",5,82,4
Alicia Potter,HUFFLEPUFF,6,"12 inches, yew, unicorn hair core",Toad,Exceeds Expectations,Exceeds Expectations,Outstanding,23,,34,4,Yes,Yes,"Sneakoscope, Extendable Ears, Firebolt",364,79,10
Cho Bones,SLYTHERIN,2,"10 inches, oak, dragon heartstring core",Owl,Acceptable,Exceeds Expectations,Outstanding,22,,-95,4,No,,"Extendable Ears, Sneakoscope, Time-Turner",222,53,6
Parvati Bell,RAVENCLAW,6,"11 inches, holly, phoenix feather core",Cat,Exceeds Expectations,Acceptable,Exceeds Expectations,21,Seeker,14,5,Yes,No,"Extendable Ears, Time-Turner",201,67,4
Harry Malfoy,Hufflepuff,6,"12 inches, yew, unicorn hair core",Dragon,Exceeds Expectations,Poor,Exceeds Expectations,23,Seeker,150,0,No,,Sneakoscope,154,46,8
,Hufflepuff,3,"10 inches, oak, dragon heartstring core",Cat,Acceptable,Outstanding,Acceptable,21,Seeker,38,3,No,Yes,Time-Turner,278,70,10
Harry Spinnet,GRYFFINDOR,6,"12 inches, yew, unicorn hair core",Toad,Exceeds Expectations,Poor,Exceeds Expectations,27,,-28,3,No,No,"Firebolt, Time-Turner",444,98,6
Angelina Boot,SLYTHERIN,6,"10 inches, oak, dragon heartstring core",Owl,Exceeds Expectations,Acceptable,Poor,27,,31,2,No,,"Time-Turner, Sneakoscope",60,26,10
Dean Finnigan,HUFFLEPUFF,7,"9 inches, elm, veela hair core",Owl,Exceeds Expectations,Poor,Acceptable,6,Beater,-96,5,No,Yes,"Marauder's Map, Invisibility Cloak",136,59,2
,SLYTHERIN,5,"10 inches, oak, dragon heartstring core",Dragon,Acceptable,Exceeds Expectations,Exceeds Expectations,9,Chaser,200,5,Yes,Yes,"Sneakoscope, Extendable Ears, Invisibility Cloak",361,48,10
Hermione Spinnet,Hufflepuff,2,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Outstanding,Exceeds Expectations,25,Beater,-93,3,Yes,No,"Invisibility Cloak, Marauder's Map",75,89,6
