Student Name,House,Year,Wand Type,Pet,Potions Grade,Defense Against the Dark Arts Grade,Transfiguration Grade,Spells Learned,Quidditch Position,Points Earned for House,Detentions,Participation in Dueling Club,Triwizard Tournament Involvement,Items Owned,Knuts Spent in Hogsmeade,Attendance at Classes,Magical Accidents
,Slytherin,6,"10 inches, oak, dragon heartstring core",Cat,Outstanding,Exceeds Expectations,Poor,26,,59,3,No,Yes,Time-Turner,204,51,3
Terry Parkinson,Slytherin,7,"11 inches, holly, phoenix feather core",Owl,Acceptable,Acceptable,Exceeds Expectations,16,Beater,-85,1,Yes,No,"Firebolt, Extendable Ears, Sneakoscope",405,81,2
Susan GranRger,RAVENCLAW,6,"11 inches, holly, phoenix feather core",Toad,Acceptable,Poor,Poor,17,Keeper,104,1,Yes,Yes,"Marauder's Map, Firebolt, Sneakoscope",232,71,5
Terry Lovegood,Slytherin,3,"12 inches, yew, unicorn hair core",,Outstanding,Poor,Outstanding,16,Seeker#,-10,1,Yes,Yes,"Sneakoscope, Marauder's Map, Firebolt",363,94,10
,HUFFLEPUFF,1,"12 inches, yew, unicorn hair core",Dragon,Acceptable,Exceeds Expectations,Acceptable,16,Seeker,184,1,No,No,"Sneakoscope, Marauder's Map",18,25,6
Neville Weasley,Gryffindor,2,"10 inches, oak, dragon heartstring core",Toad,Poor,Outstanding,Exceeds Expectations,12,Beater),112,1,No,Yes,"Extendable Ears, Marauder's Map",2,64,8
,Gryffindor,3,"9 inches, elm, veela hair core",,Acceptable,Exceeds Expectations,Acceptable,12,Chaser,147,0,Yes,No,"Firebolt, Time-Turner",168,29,5
,Ravenclaw,5,"12 inches, yew, unicorn hair core",,Exceeds Expectations,Poor,Outstanding,22,Ke:eper,-33,5,Yes,Yes,Marauder's Map,154,75,10
,GRYFFINDOR,4,"9 inches, elm, veela hair core",Cat,Outstanding,Poor,Outstanding,25,,43,1,Yes,No,"Sneakoscope, Extendable Ears",282,31,7
,Slytherin,1,"9 inches, elm, veela hair core",Cat,Acceptable,Outstanding,Exceeds Expectations,19,,63,4,Yes,Yes,"Marauder's Map, Firebolt, Invisibility Cloak",367,66,8
Pansy Bell,RAVENCLAW,5,"9 inches, elm, veela hair core",Dragon,Outstanding,Exceeds Expectations,Acceptable,27,,116,4,Yes,Yes,"Extendable Ears, Sneakoscope, Invisibility Cloak",247,54,0
Terry Finnigan,Slytherin,7,"10 inches, oak, dragon heartstring core",Muggle Born,Outstanding,Exceeds Expectations,Poor,11,Chase}r,58,4,No,No,"Time-Turner, Marauder's Map, Sneakoscope",465,58,6
,Gryffindor,2,"11 inches, holly, phoenix feather core",Owl,Poor,Acceptable,Poor,29,Chaser,152,3,No,No,"Time-Turner, Firebolt",26,34,3
Lavender Thomas,Slytherin,2,"12 inches, yew, unicorn hair core",,Outstanding,Outstanding,Poor,30,Keeper,-7,2,Yes,Yes,"Time-Turner, Invisibility Cloak, Firebolt",350,37,5
HaQrry Brown,Hufflepuff,1,"11 inches, holly, phoenix feather core",Toad,Poor,Poor,Acceptable,25,Chas)er,140,2,No,No,"Time-Turner, Marauder's Map",71,81,5
Parvati Johnson,Slytherin,1,"9 inches, elm, veela hair core",Toad,Outstanding,Poor,Poor,10,Chaser,10,2,No,Yes,"Extendable Ears, Sneakoscope",410,92,8
,Hufflepuff,3,"9 inches, elm, veela hair core",Muggle Born,Outstanding,Acceptable,Outstanding,20,Seeke.r,181,3,No,No,"Time-Turner, Marauder's Map, Extendable Ears",217,74,5
Cho Bell,Ravenclaw,5,"12 inches, yew, unicorn hair core",Cat,Poor,Poor,Poor,11,"Keepe,r",66,0,No,No,"Time-Turner, Marauder's Map",152,62,9
George Bell,Gryffindor,1,"10 inches, oak, dragon heartstring core",Owl,Poor,Poor,Poor,30,Chaser,-63,5,No,Yes,"Sneakoscope, Extendable Ears, Time-Turner",199,93,6
Pansy Thomas,Slytherin,7,"12 inches, yew, unicorn hair core",Owl,Exceeds Expectations,Exceeds Expectations,Poor,13,Keeper,181,2,No,Yes,Firebolt,447,32,6
,Hufflepuff,2,"10 inches, oak, dragon heartstring core",Cat,Acceptable,Exceeds Expectations,Poor,15,"Seek""er",175,2,No,Yes,Invisibility Cloak,297,90,8
,Slytherin,5,"12 inches, yew, unicorn hair core",Dragon,Acceptable,Outstanding,Poor,18,Seeker,-40,2,Yes,Yes,"Time-Turner, Invisibility Cloak",395,90,9
Luna Johnson,,7,"11 inches, holly, phoenix feather core",Toad,Acceptable,Poor,Poor,18,,-82,2,Yes,No,"Time-Turner, Sneakoscope",366,99,9
,,6,"10 inches, oak, dragon heartstring core",Owl,Exceeds Expectations,Outstanding,Poor,28,,158,0,No,No,"Firebolt, Marauder's Map",446,83,6
Alicia Bell,Hufflepuff,5,"11 inches, holly, phoenix feather core",Muggle Born,Acceptable,Exceeds Expectations,Acceptable,16,,186,0,No,Yes,Sneakoscope,194,78,0
Susan Parkinson,HUFFLEPUFF,1,"9 inches, elm, veela hair core",Muggle Born,Exceeds Expectations,Exceeds Expectations,Outstanding,6,Chaser,-3,0,No,No,"Invisibility Cloak, Marauder's Map, Firebolt",428,63,10
NevilOle Spinnet,HUFFLEPUFF,1,"9 inches, elm, veela hair core",,Acceptable,Poor,Poor,11,Beater,57,3,Yes,,"Sneakoscope, Invisibility Cloak, Marauder's Map",136,27,4
Blaise Johnson,Ravenclaw,1,"9 inches, elm, veela hair core",Muggle Born,Exceeds Expectations,Acceptable,Outstanding,23,Chaser,18,3,No,No,"Time-Turner, Invisibility Cloak",378,34,5
,Ravenclaw,5,"9 inches, elm, veela hair core",,Outstanding,Exceeds Expectations,Acceptable,8,Chaser,187,0,Yes,No,"Sneakoscope, Invisibility Cloak, Firebolt",309,44,3
,GRYFFINDOR,5,"12 inches, yew, unicorn hair core",,Poor,Exceeds Expectations,Exceeds Expectations,11,Chaser,151,1,Yes,No,Marauder's Map,438,51,7
Seamus Bell,Gryffindor,7,"11 inches, holly, phoenix feather core",,Poor,Acceptable,Poor,26,Seeker,-55,5,Yes,Yes,Marauder's Map,353,78,0
Cedric Chang,,6,"11 inches, holly, phoenix feather core",Muggle Born,Outstanding,Poor,Outstanding,23,K&eeper,-62,5,No,Yes,"Sneakoscope, Marauder's Map",493,25,0
Seamus Finnigan,SLYTHERIN,7,"12 inches, yew, unicorn hair core",Cat,Poor,Exceeds Expectations,Acceptable,7,Keeper,77,0,Yes,Yes,"Invisibility Cloak, Time-Turner",167,35,8
Seamus JohTnson,Gryffindor,3,"11 inches, holly, phoenix feather core",Dragon,Acceptable,Exceeds Expectations,Poor,6,,45,4,Yes,Yes,"Firebolt, Marauder's Map, Time-Turner",451,45,4
Pansy Bell,Hufflepuff,4,"10 inches, oak, dragon heartstring core",Cat,Poor,Poor,Poor,13,Keeper,62,4,Yes,No,"Sneakoscope, Time-Turner, Invisibility Cloak",374,75,10
,Ravenclaw,4,"10 inches, oak, dragon heartstring core",Owl,Acceptable,Acceptable,Exceeds Expectations,27,Beater,61,0,Yes,Yes,"Firebolt, Invisibility Cloak, Extendable Ears",406,62,7
Parvati Brown,Hufflepuff,4,"11 inches, holly, phoenix feather core",Toad,Exceeds Expectations,Outstanding,Outstanding,29,Keeper,5,1,Yes,Yes,"Firebolt, Marauder's Map",23,34,1
Susan Potter,Gryffindor,7,"12 inches, yew, unicorn hair core",Toad,Acceptable,Poor,Exceeds Expectations,24,Keeper,171,2,Yes,Yes,"Firebolt, Marauder's Map",144,54,9
Dean Zabini,Slytherin,1,"12 inches, yew, unicorn hair core",Owl,Acceptable,Acceptable,Poor,5,Keepe[r,-81,2,No,No,Marauder's Map,456,98,10
Blaise Thomas,Slytherin,2,"9 inches, elm, veela hair core",Muggle Born,Outstanding,Outstanding,Exceeds Expectations,27,,45,0,No,Yes,"Sneakoscope, Time-Turner",378,75,1
Ron Zabini,Gryffindor,4,"9 inches, elm, veela hair core",Cat,Outstanding,Acceptable,Outstanding,19,,102,2,No,Yes,"Firebolt, Time-Turner",64,55,2
,Ravenclaw,1,"12 inches, yew, unicorn hair core",Dragon,Acceptable,Exceeds Expectations,Poor,18,"Chaser""",-80,3,No,No,"Firebolt, Marauder's Map",396,95,2
Lavender Patil,Ravenclaw,5,"9 inches, elm, veela hair core",Toad,,Exceeds Expectations,Outstanding,24,,-94,3,No,Yes,Sneakoscope,235,31,8
,Ravenclaw,4,"9 inches, elm, veela hair core",Owl,Poor,Outstanding,Poor,7,Beater,-81,0,Yes,Yes,"Extendable Ears, Invisibility Cloak, Marauder's Map",452,93,10
Ginny Malfoys,Hufflepuff,5,"11 inches, holly, phoenix feather core",,Acceptable,Acceptable,Outstanding,6,B?eater,-41,5,No,Yes,Marauder's Map,348,96,9
Ginny Spinnet,Hufflepuff,3,"9 inches, elm, veela hair core",Muggle Born,Exceeds Expectations,Acceptable,Exceeds Expectations,27,Keeper,-94,3,No,Yes,"Time-Turner, Extendable Ears, Firebolt",394,60,5
Ron Parkinson,Gryffindor,1,"11 inches, holly, phoenix feather core",Dragon,Outstanding,Outstanding,Poor,29,Seeker,177,3,Yes,Yes,Time-Turner,61,48,8
Luna Longbottom,Slytherin,2,"9 inches, elm, veela hair core",Toad,Exceeds Expectations,Poor,Exceeds Expectations,27,,26,2,Yes,Yes,"Firebolt, Time-Turner",84,75,3
Padma Bones,Gryffindor,1,"12 inches, yew, unicorn hair core",Dragon,Poor,Outstanding,Exceeds Expectations,21,Kee!per,-83,1,Yes,No,"Sneakoscope, Firebolt",424,42,9
Susan Chang,Hufflepuff,5,"9 inches, elm, veela hair core",Dragon,Exceeds Expectations,Acceptable,Acceptable,17,See/ker,-88,0,No,Yes,Marauder's Map,231,67,9
Fred Brown,Slytherin,1,"10 inches, oak, dragon heartstring core",Cat,Outstanding,Poor,Acceptable,14,,85,2,No,Yes,Sneakoscope,298,69,4
Katie Weasley,Gryffindor,1,"10 inches, oak, dragon heartstring core",Cat,Poor,Outstanding,Poor,29,K:eeper,165,5,No,Yes,"Sneakoscope, Time-Turner",401,74,5
Parvati Potter,Gryffindor,3,"10 inches, oak, dragon heartstring core",Owl,Outstanding,Outstanding,Poor,8,Beater,-22,4,No,No,"Sneakoscope, Firebolt",36,33,3
Cho Potter,Ravenclaw,7,"10 inches, oak, dragon heartstring core",Dragon,Acceptable,Acceptable,Acceptable,21,Chase[r,185,2,Yes,Yes,"Firebolt, Marauder's Map",99,90,7
Lavender Bones,Gryffindor,6,"11 inches, holly, phoenix feather core",Cat,Acceptable,Acceptable,Poor,13,Keeper,100,4,Yes,Yes,"Sneakoscope, Firebolt, Time-Turner",368,45,3
Draco Malfoy,Hufflepuff,3,"12 inches, yew, unicorn hair core",Muggle Born,Outstanding,Outstanding,Exceeds Expectations,21,Beater,-80,3,Yes,No,"Sneakoscope, Marauder's Map",80,31,7
Dean Brown,SLYTHERIN,1,"11 inches, holly, phoenix feather core",Dragon,Acceptable,Outstanding,Poor,17,Beater,121,1,No,Yes,"Firebolt, Marauder's Map",495,27,7
Blaise Malfoy,,6,"10 inches, oak, dragon heartstring core",Dragon,Acceptable,Poor,Outstanding,25,Beater,105,5,Yes,No,Extendable Ears,14,32,6
George Potter,HUFFLEPUFF,7,"10 inches, oak, dragon heartstring core",Dragon,Acceptable,Exceeds Expectations,Outstanding,21,Seeker,99,5,Yes,Yes,"Extendable Ears, Invisibility Cloak, Sneakoscope",126,52,3
Ginny Weasley,Slytherin,6,"9 inches, elm, veela hair core",Muggle Born,Poor,Outstanding,Exceeds Expectations,20,Chaser_,85,3,Yes,Yes,Extendable Ears,305,64,5
Neville Longbottom,Gryffindor,7,"12 inches, yew, unicorn hair core",Cat,Poor,Outstanding,Acceptable,17,K_eeper,68,2,Yes,No,"Invisibility Cloak, Time-Turner, Firebolt",380,94,8
Padma Bones,Slytherin,7,"9 inches, elm, veela hair core",Toad,Acceptable,Exceeds Expectations,Poor,21,Chaser,-11,1,No,No,"Sneakoscope, Marauder's Map, Time-Turner",351,95,6
Seamus Weasley,Hufflepuff,1,"12 inches, yew, unicorn hair core",Owl,,Acceptable,Acceptable,16,Beater,-55,1,No,No,"Firebolt, Extendable Ears, Invisibility Cloak",406,35,1
,Ravenclaw,5,"9 inches, elm, veela hair core",Cat,Poor,Acceptable,Acceptable,24,Keeper,69,0,Yes,,"Invisibility Cloak, Extendable Ears",48,63,1
,Gryffindor,7,"12 inches, yew, unicorn hair core",Toad,Poor,Exceeds Expectations,Exceeds Expectations,18,Seeker,-77,5,No,Yes,"Time-Turner, Marauder's Map, Firebolt",438,98,4
Harry ZabiFni,Slytherin,3,"10 inches, oak, dragon heartstring core",Toad,Outstanding,Acceptable,Acceptable,19,Beater,72,4,No,Yes,"Marauder's Map, Firebolt",232,67,5
Ginny CLhang,Hufflepuff,2,"12 inches, yew, unicorn hair core",Owl,Acceptable,Poor,Poor,9,Ke-eper,-58,0,Yes,Yes,Marauder's Map,352,52,4
Gicnny Boot,GRYFFINDOR,2,"12 inches, yew, unicorn hair core",Cat,Poor,Exceeds Expectations,Outstanding,17,Chas%er,128,4,Yes,Yes,"Marauder's Map, Time-Turner",328,61,4
Draco Boot,HUFFLEPUFF,2,"10 inches, oak, dragon heartstring core",Muggle Born,Exceeds Expectations,Exceeds Expectations,Acceptable,24,Chaser,92,4,Yes,,"Firebolt, Marauder's Map, Sneakoscope",228,96,3
Cho Patil,Slytherin,3,"12 inches, yew, unicorn hair core",Toad,Outstanding,Outstanding,Outstanding,12,Seeker,-60,3,Yes,No,"Time-Turner, Invisibility Cloak",262,49,4
,Slytherin,4,"10 inches, oak, dragon heartstring core",Owl,Exceeds Expectations,Outstanding,Acceptable,7,Chaser,116,3,No,,Time-Turner,311,65,3
Katie Granger,,3,"10 inches, oak, dragon heartstring core",Cat,Exceeds Expectations,Poor,Outstanding,30,Keeper,-46,2,Yes,No,Time-Turner,487,86,1
Blaise yLovegood,GRYFFINDOR,4,"10 inches, oak, dragon heartstring core",Owl,Acceptable,Outstanding,Exceeds Expectations,7,Beater,90,0,No,No,"Time-Turner, Extendable Ears, Invisibility Cloak",144,61,9
Dvraco Brown,Slytherin,6,"10 inches, oak, dragon heartstring core",Dragon,,Exceeds Expectations,Acceptable,29,Se[eker,80,0,Yes,No,"Extendable Ears, Marauder's Map, Sneakoscope",31,89,3
Cedric Thomas,Hufflepuff,4,"10 inches, oak, dragon heartstring core",Cat,Outstanding,Poor,Acceptable,22,Kee-per,-9,5,No,Yes,"Invisibility Cloak, Firebolt",475,28,8
George Spinnet,Ravenclaw,5,"10 inches, oak, dragon heartstring core",Muggle Born,Exceeds Expectations,Poor,Outstanding,8,Cha$ser,-95,2,Yes,Yes,"Marauder's Map, Time-Turner",334,66,6
,Slytherin,7,"12 inches, yew, unicorn hair core",Dragon,Outstanding,Acceptable,Acceptable,28,Beater,82,1,Yes,Yes,"Marauder's Map, Time-Turner",476,90,5
Pansy Boot,Slytherin,7,"10 inches, oak, dragon heartstring core",Owl,Acceptable,Outstanding,Acceptable,13,Chaser,-9,3,Yes,Yes,Extendable Ears,381,30,8
Draco Johnson,Ravenclaw,5,"11 inches, holly, phoenix feather core",Toad,Acceptable,Outstanding,Outstanding,13,Keeper,52,4,Yes,,"Invisibility Cloak, Marauder's Map, Time-Turner",472,65,1
Ljavender Granger,GRYFFINDOR,7,"10 inches, oak, dragon heartstring core",Dragon,Acceptable,Outstanding,Outstanding,22,Chaser,-35,4,Yes,,"Firebolt, Time-Turner",67,26,7
,HUFFLEPUFF,2,"9 inches, elm, veela hair core",,Acceptable,Outstanding,Outstanding,28,Keeper,-11,4,Yes,Yes,"Extendable Ears, Marauder's Map, Time-Turner",98,72,6
,,3,"12 inches, yew, unicorn hair core",Muggle Born,Exceeds Expectations,Outstanding,Acceptable,13,,154,4,Yes,,"Sneakoscope, Extendable Ears",54,80,3
,Ravenclaw,6,"10 inches, oak, dragon heartstring core",,Poor,Poor,Exceeds Expectations,29,Beater,105,1,No,Yes,"Firebolt, Time-Turner, Marauder's Map",113,42,7
,Ravenclaw,2,"12 inches, yew, unicorn hair core",Owl,Acceptable,Exceeds Expectations,Acceptable,23,Keeper,86,0,Yes,No,"Time-Turner, Firebolt",220,32,8
Fred Finnigan,Hufflepuff,6,"11 inches, holly, phoenix feather core",Toad,Exceeds Expectations,Exceeds Expectations,Acceptable,6,Beater,180,5,Yes,No,"Extendable Ears, Time-Turner, Marauder's Map",38,27,5
GinnDy Zabini,Gryffindor,6,"9 inches, elm, veela hair core",Cat,Outstanding,Poor,Poor,17,Keeper,37,2,Yes,Yes,"Firebolt, Marauder's Map, Time-Turner",387,26,10
NevilQle Longbottom,SLYTHERIN,5,"11 inches, holly, phoenix feather core",,Exceeds Expectations,Outstanding,Exceeds Expectations,30,"Seeker,",185,2,Yes,Yes,Sneakoscope,202,86,8
Padma Johnson,Gryffindor,2,"10 inches, oak, dragon heartstring core",Dragon,Acceptable,Outstanding,Exceeds Expectations,18,Chaser,122,2,No,No,"Firebolt, Extendable Ears",47,89,4
Georrge Finnigan,Ravenclaw,2,"10 inches, oak, dragon heartstring core",Muggle Born,Poor,Poor,Acceptable,13,Seeke&r,-8,1,Yes,Yes,Marauder's Map,497,66,6
,Hufflepuff,2,"11 inches, holly, phoenix feather core",Muggle Born,Acceptable,Outstanding,Acceptable,14,Keeper,-80,5,No,,"Sneakoscope, Marauder's Map, Invisibility Cloak",269,100,6
Dean Diggory,Ravenclaw,4,"10 inches, oak, dragon heartstring core",Cat,Exceeds Expectations,Outstanding,Exceeds Expectations,27,,6,0,No,Yes,Marauder's Map,330,28,5
,Slytherin,1,"9 inches, elm, veela hair core",Toad,Acceptable,Outstanding,Outstanding,25,Keeper,-21,2,Yes,,"Extendable Ears, Sneakoscope",222,86,5
Harry Spinnet,Gryffindor,6,"11 inches, holly, phoenix feather core",Dragon,Outstanding,Exceeds Expectations,Exceeds Expectations,22,,63,2,No,Yes,Firebolt,101,30,10
,Gryffindor,5,"12 inches, yew, unicorn hair core",Toad,Outstanding,Outstanding,Outstanding,13,Seeker,105,5,No,No,"Marauder's Map, Sneakoscope, Extendable Ears",12,53,6
,Ravenclaw,6,"10 inches, oak, dragon heartstring core",Toad,Poor,Poor,Poor,8,,-76,2,No,No,Sneakoscope,354,100,8
George Weasley,Hufflepuff,5,"12 inches, yew, unicorn hair core",Cat,Poor,Exceeds Expectations,Exceeds Expectations,14,,-6,2,No,Yes,"Time-Turner, Invisibility Cloak, Marauder's Map",264,93,6
Draco Thomas,Hufflepuff,2,"11 inches, holly, phoenix feather core",Toad,Exceeds Expectations,Exceeds Expectations,Outstanding,23,Keeper,89,2,Yes,Yes,"Marauder's Map, Time-Turner",404,87,5
Hermionee Finnigan,HUFFLEPUFF,2,"10 inches, oak, dragon heartstring core",Cat,Acceptable,Outstanding,Acceptable,30,Seeke+r,110,2,No,No,Time-Turner,411,64,3
,,5,"9 inches, elm, veela hair core",Owl,Poor,Poor,Outstanding,12,Chaser,75,3,No,Yes,"Firebolt, Time-Turner, Extendable Ears",307,85,10
Pansy Spinnet,Hufflepuff,4,"10 inches, oak, dragon heartstring core",Dragon,Exceeds Expectations,Poor,Acceptable,5,,-30,5,No,No,Invisibility Cloak,479,60,10
,Gryffindor,1,"10 inches, oak, dragon heartstring core",Owl,Poor,Acceptable,Exceeds Expectations,27,Chase@r,-98,5,Yes,,Invisibility Cloak,246,45,10
,Ravenclaw,7,"11 inches, holly, phoenix feather core",Dragon,Acceptable,Poor,Exceeds Expectations,14,Ke%eper,86,5,Yes,Yes,"Firebolt, Sneakoscope, Extendable Ears",404,81,3
Harry Malfoy,Gryffindor,7,"10 inches, oak, dragon heartstring core",Cat,Exceeds Expectations,Exceeds Expectations,Outstanding,12,Chaser,-81,4,Yes,No,"Marauder's Map, Firebolt, Time-Turner",167,57,8
,Slytherin,3,"12 inches, yew, unicorn hair core",Owl,Acceptable,Acceptable,Acceptable,22,Keeper,60,1,Yes,,"Sneakoscope, Invisibility Cloak",486,43,0
Blaise Parkinson,Slytherin,7,"11 inches, holly, phoenix feather core",Muggle Born,Acceptable,Poor,Poor,10,,155,1,No,No,"Firebolt, Time-Turner",348,93,7
,Ravenclaw,6,"11 inches, holly, phoenix feather core",Cat,Acceptable,Exceeds Expectations,Outstanding,7,,-8,5,Yes,Yes,Time-Turner,3,29,2
Parvati Malfoy,Hufflepuff,4,"11 inches, holly, phoenix feather core",Muggle Born,Outstanding,Outstanding,Acceptable,18,Beater,102,1,Yes,Yes,"Marauder's Map, Firebolt, Sneakoscope",114,54,5
Angelina Finnigan,Gryffindor,4,"9 inches, elm, veela hair core",Muggle Born,Outstanding,Acceptable,Outstanding,19,Keeper,84,1,Yes,No,"Invisibility Cloak, Firebolt",485,39,1
George Granger,Ravenclaw,2,"10 inches, oak, dragon heartstring core",Dragon,Exceeds Expectations,Poor,Poor,15,Chaser,187,2,No,Yes,Marauder's Map,273,99,5
Blaise Parkinson,Gryffindor,4,"12 inches, yew, unicorn hair core",,Exceeds Expectations,Exceeds Expectations,Outstanding,9,Ke:eper,62,3,No,No,"Firebolt, Extendable Ears, Time-Turner",2,69,5
,Gryffindor,7,"12 inches, yew, unicorn hair core",Dragon,Outstanding,Poor,Poor,30,,172,5,Yes,Yes,"Invisibility Cloak, Time-Turner, Sneakoscope",319,72,2
Blaise Thomas,Slytherin,1,"12 inches, yew, unicorn hair core",Dragon,Acceptable,Poor,Poor,9,Chaser,104,4,Yes,No,"Time-Turner, Firebolt",396,71,4
,Slytherin,5,"12 inches, yew, unicorn hair core",Cat,Outstanding,Outstanding,Poor,21,,1,1,No,No,Extendable Ears,324,37,7
Cedric Zabini,Gryffindor,2,"10 inches, oak, dragon heartstring core",Toad,Outstanding,Outstanding,Poor,28,Keeper,104,4,No,Yes,"Invisibility Cloak, Firebolt",305,91,9
,Slytherin,1,"10 inches, oak, dragon heartstring core",Cat,Poor,Acceptable,Exceeds Expectations,14,Seeker,-67,4,No,No,Sneakoscope,29,70,9
Ron Boot,RAVENCLAW,7,"11 inches, holly, phoenix feather core",Owl,Acceptable,Exceeds Expectations,Acceptable,10,Keeper,52,2,No,,"Sneakoscope, Time-Turner, Marauder's Map",316,58,3
,Hufflepuff,7,"11 inches, holly, phoenix feather core",Dragon,Outstanding,Acceptable,Outstanding,13,Seeker,-28,4,No,Yes,"Invisibility Cloak, Time-Turner, Extendable Ears",28,60,8
,Gryffindor,7,"12 inches, yew, unicorn hair core",Muggle Born,Outstanding,Poor,Poor,9,Keep&er,54,0,No,No,"Firebolt, Invisibility Cloak, Extendable Ears",196,82,6
,Slytherin,5,"11 inches, holly, phoenix feather core",Cat,Outstanding,Exceeds Expectations,Exceeds Expectations,26,Se_eker,-40,2,No,Yes,"Invisibility Cloak, Firebolt",340,89,5
PanBsy Thomas,GRYFFINDOR,1,"11 inches, holly, phoenix feather core",Muggle Born,Outstanding,Acceptable,Acceptable,14,Beater,-45,1,No,Yes,Sneakoscope,395,94,5
Seamus Diggory,Hufflepuff,6,"9 inches, elm, veela hair core",Dragon,Exceeds Expectations,Poor,Poor,26,,191,4,Yes,No,"Extendable Ears, Marauder's Map, Sneakoscope",185,84,8
Katie Bones,Gryffindor,6,"9 inches, elm, veela hair core",Cat,Exceeds Expectations,Poor,Acceptable,5,,93,4,No,Yes,"Extendable Ears, Firebolt, Time-Turner",431,26,1
,,5,"10 inches, oak, dragon heartstring core",Muggle Born,Outstanding,Exceeds Expectations,Poor,17,Chaser,129,5,Yes,Yes,"Invisibility Cloak, Firebolt, Time-Turner",473,35,0
,GRYFFINDOR,2,"10 inches, oak, dragon heartstring core",,Poor,Poor,Exceeds Expectations,13,Chaser(,26,0,Yes,Yes,Marauder's Map,500,43,0
Luna Weasley,Ravenclaw,2,"12 inches, yew, unicorn hair core",Muggle Born,Exceeds Expectations,Acceptable,Outstanding,9,Seeker,127,3,Yes,Yes,Invisibility Cloak,353,83,4
Hermione Spinnet,Slytherin,1,"10 inches, oak, dragon heartstring core",,Outstanding,Acceptable,Exceeds Expectations,25,B*eater,-78,3,No,Yes,"Marauder's Map, Sneakoscope",191,93,2
,,6,"9 inches, elm, veela hair core",Muggle Born,Poor,Outstanding,Exceeds Expectations,9,,-8,1,No,Yes,Invisibility Cloak,368,78,8
Susan Chang,Slytherin,6,"10 inches, oak, dragon heartstring core",Muggle Born,Outstanding,Poor,Outstanding,19,Beater,178,5,Yes,No,"Sneakoscope, Firebolt",178,46,7
Neville Longbottom,Slytherin,6,"10 inches, oak, dragon heartstring core",Muggle Born,Outstanding,Acceptable,Exceeds Expectations,7,Chaser,-71,3,No,,Invisibility Cloak,147,86,8
Terry Weasley,GRYFFINDOR,1,"12 inches, yew, unicorn hair core",Muggle Born,Outstanding,Poor,Exceeds Expectations,18,,76,5,Yes,Yes,Time-Turner,455,69,10
,Ravenclaw,4,"9 inches, elm, veela hair core",Toad,Poor,Acceptable,Outstanding,10,Keeper,177,2,No,No,"Extendable Ears, Time-Turner, Sneakoscope",156,92,3
Pansy Longbottom,RAVENCLAW,7,"10 inches, oak, dragon heartstring core",Dragon,Outstanding,Acceptable,Exceeds Expectations,14,Chaser,-25,0,Yes,No,"Sneakoscope, Extendable Ears, Invisibility Cloak",69,42,1
Cho Granger,GRYFFINDOR,3,"12 inches, yew, unicorn hair core",Dragon,Poor,Poor,Poor,14,Seeker,81,2,No,Yes,"Time-Turner, Invisibility Cloak, Firebolt",277,54,8
,Hufflepuff,4,"12 inches, yew, unicorn hair core",Owl,Outstanding,Exceeds Expectations,Exceeds Expectations,11,Keeper,175,2,No,Yes,"Extendable Ears, Invisibility Cloak",451,93,4
Hermione Lovdegood,,7,"11 inches, holly, phoenix feather core",Dragon,Acceptable,Outstanding,Acceptable,28,Keeper,121,1,Yes,Yes,"Time-Turner, Firebolt",197,54,3
Dean Longbottom,Ravenclaw,4,"9 inches, elm, veela hair core",Muggle Born,Exceeds Expectations,Exceeds Expectations,Outstanding,14,Cha}ser,48,0,No,No,Invisibility Cloak,498,54,5
Neville Parkinson,SLYTHERIN,6,"11 inches, holly, phoenix feather core",Cat,Acceptable,Outstanding,Outstanding,29,Beate$r,-74,4,Yes,Yes,Invisibility Cloak,135,97,1
Seamus Chang,Hufflepuff,7,"9 inches, elm, veela hair core",,Acceptable,Outstanding,Poor,13,,14,0,Yes,No,"Marauder's Map, Invisibility Cloak, Sneakoscope",87,32,10
Padma Longbottom,Gryffindor,5,"12 inches, yew, unicorn hair core",Muggle Born,Acceptable,Outstanding,Poor,21,Seek.er,135,4,Yes,Yes,"Time-Turner, Firebolt, Sneakoscope",252,67,2
Parvati Bones,Hufflepuff,2,"9 inches, elm, veela hair core",Dragon,Exceeds Expectations,Acceptable,Outstanding,28,Seeker,92,1,No,Yes,"Firebolt, Marauder's Map, Extendable Ears",153,68,7
,Ravenclaw,6,"9 inches, elm, veela hair core",,Acceptable,Poor,Outstanding,23,Seeker,-54,2,Yes,Yes,Time-Turner,139,76,8
,Hufflepuff,1,"11 inches, holly, phoenix feather core",Cat,Acceptable,Exceeds Expectations,Outstanding,7,Keeper,105,1,No,No,"Marauder's Map, Extendable Ears",201,47,9
Neville Longbottom,Gryffindor,2,"9 inches, elm, veela hair core",Muggle Born,Poor,Poor,Poor,27,Keeper,43,0,Yes,,Time-Turner,80,45,8
Cedric Lovegood,Slytherin,1,"9 inches, elm, veela hair core",Cat,Exceeds Expectations,Exceeds Expectations,Exceeds Expectations,17,"B,eater",200,2,Yes,Yes,"Invisibility Cloak, Extendable Ears",255,87,2
,Ravenclaw,7,"12 inches, yew, unicorn hair core",Muggle Born,Outstanding,Poor,Poor,8,Keeper,-6,0,Yes,Yes,"Sneakoscope, Time-Turner, Marauder's Map",214,38,1
